ensembl_gene_id,likelihood,treelength,p0,b0,f0,p1,b1,f1,p2,b2,f2,p3,b3,f3,FDR,p2a_2b
ENSSHAG00000001542,-8609.692917,46.43063,0.63532,0,0,0.19947,1,1,0.12574,0,571.938,0.03948,1,571.938,1.87141798850624e-40,0.16522
ENSSHAG00000001552,-6783.899002,34.93578,0.83641,0.02308,0.02308,0.13514,1,1,0.0245,0.02308,426.7748,0.00396,1,426.7748,3.17114474795554e-17,0.02846
ENSSHAG00000001557,-5094.220928,28.27918,0.67018,0.14484,0.14484,0.22292,1,1,0.08022,0.14484,999,0.02668,1,999,1.06941763916766e-33,0.1069
ENSSHAG00000001559,-1863.572057,11.04724,0.33148,0,0,0.39815,1,1,0.12283,0,104.76723,0.14754,1,104.76723,7.48879946566125e-09,0.27037
ENSSHAG00000001562,-5353.811044,1.27165,0.904,0.06216,0.06216,0.08074,1,1,0.01401,0.06216,64.65843,0.00125,1,64.65843,0.00147529867011338,0.01526
ENSSHAG00000001573,-2529.877066,58.19588,0.86518,0.01915,0.01915,0.08566,1,1,0.04473,0.01915,998.99999,0.00443,1,998.99999,2.36132586794932e-14,0.04916
ENSSHAG00000001575,-6248.223452,100.65786,0.63862,0.02324,0.02324,0.1161,1,1,0.20755,0.02324,433.04625,0.03773,1,433.04625,8.55083254439108e-18,0.24528
ENSSHAG00000001587,-15130.484948,26.45102,0.76073,0.01018,0.01018,0.188,1,1,0.04111,0.01018,998.96836,0.01016,1,998.96836,2.10587945352531e-36,0.05127
ENSSHAG00000001593,-3456.072418,8.51206,0.93969,0.05087,0.05087,0.04153,1,1,0.01798,0.05087,998.99671,0.00079,1,998.99671,1.12975492704642e-06,0.01877
ENSSHAG00000001595,-2759.156492,63.41915,0.7235,0.09224,0.09224,0.07716,1,1,0.18013,0.09224,348.45992,0.01921,1,348.45992,4.52241412017041e-11,0.19934
ENSSHAG00000001607,-2927.585031,3.08441,0.89738,0.00666,0.00666,0.01738,1,1,0.08363,0.00666,157.45837,0.00162,1,157.45837,4.05837641109039e-17,0.08525
ENSSHAG00000001638,-11604.53662,1.89842,0.90046,0.06894,0.06894,0.09452,1,1,0.00454,0.06894,998.99973,0.00048,1,998.99973,0.00323060419671333,0.00502
ENSSHAG00000001640,-3238.73944,1.09709,0.96125,0.0076,0.0076,0,1,1,0.03875,0.0076,661.84989,0,1,661.84989,3.00735161240502e-28,0.03875
ENSSHAG00000001642,-8964.236466,3.80566,0.98252,0.00609,0.00609,0,1,1,0.01748,0.00609,847.96791,0,1,847.96791,2.94811062887347e-28,0.01748
ENSSHAG00000001653,-5119.389378,1.26683,0.99,0.0185,0.0185,0,1,1,0.01,0.0185,447.80831,0,1,447.80831,0.0104855909771056,0.01
ENSSHAG00000001680,-3258.44215,18.86959,0.59767,0.06421,0.06421,0.33892,1,1,0.04046,0.06421,462.08446,0.02294,1,462.08446,9.33999338274107e-07,0.0634
ENSSHAG00000001709,-2170.837055,73.10742,0.94667,0.02667,0.02667,0,1,1,0.05333,0.02667,560.11158,0,1,560.11158,0.00220250146823635,0.05333
ENSSHAG00000001710,-7255.073019,50.8692,0.6804,0.02635,0.02635,0.06307,1,1,0.23476,0.02635,145.44902,0.02176,1,145.44902,3.79534329279036e-27,0.25652
ENSSHAG00000001712,-4947.485213,50.42773,0.98585,0.01994,0.01994,0,1,1,0.01415,0.01994,122.56407,0,1,122.56407,4.18384644732242e-09,0.01415
ENSSHAG00000001713,-4581.567378,1.03361,0.96382,0.02823,0.02823,0.02544,1,1,0.01046,0.02823,46.77004,0.00028,1,46.77004,0.00454733261642517,0.01074
ENSSHAG00000001714,-2972.414691,12.05456,0.85228,0,0,0.09538,1,1,0.04707,0,915.40749,0.00527,1,915.40749,1.54613003205517e-11,0.05234
ENSSHAG00000001733,-4837.299909,49.21571,0.83601,0.13175,0.13175,0,1,1,0.16399,0.13175,781.43791,0,1,781.43791,3.86253803355962e-29,0.16399
ENSSHAG00000001744,-3372.636936,2.5029,0.98491,0.01088,0.01088,0.00678,1,1,0.00826,0.01088,998.99953,6e-05,1,998.99953,0.00658972985791636,0.00832
ENSSHAG00000001769,-4805.184236,46.14673,0.70798,0.04933,0.04933,0.09071,1,1,0.17844,0.04933,492.25273,0.02286,1,492.25273,5.32999371939028e-34,0.2013
ENSSHAG00000001770,-2355.983896,59.90792,0.77547,0.06867,0.06867,0,1,1,0.22453,0.06867,296.44974,0,1,296.44974,6.08183265385998e-08,0.22453
ENSSHAG00000001793,-2050.277503,4.1723,0.90879,0.01056,0.01056,0,1,1,0.09121,0.01056,115.93014,0,1,115.93014,1.77762084465395e-10,0.09121
ENSSHAG00000001796,-4092.153632,0.4677,0.99665,0.0151,0.0151,0,1,1,0.00335,0.0151,139.42457,0,1,139.42457,0.00970685350633551,0.00335
ENSSHAG00000001797,-7869.501741,54.71911,0.61433,0.03159,0.03159,0.2734,1,1,0.0777,0.03159,92.78013,0.03458,1,92.78013,3.31997139121071e-06,0.11228
ENSSHAG00000001805,-4259.551934,1.48669,0.67909,0.13225,0.13225,0.29618,1,1,0.01722,0.13225,148.07586,0.00751,1,148.07586,8.14805177088998e-09,0.02473
ENSSHAG00000001813,-3687.895711,1.25733,0.87479,0.07052,0.07052,0.11552,1,1,0.00856,0.07052,305.20933,0.00113,1,305.20933,4.07123043039837e-07,0.00969
ENSSHAG00000001815,-3165.072712,2.26491,0.62376,0.04857,0.04857,0.33732,1,1,0.02526,0.04857,78.36894,0.01366,1,78.36894,4.87494269527038e-05,0.03892
ENSSHAG00000001820,-2177.091313,18.83466,0.96862,0.09663,0.09663,0,1,1,0.03138,0.09663,551.64443,0,1,551.64443,6.0038254671466e-06,0.03138
ENSSHAG00000001821,-2274.206637,2.08389,0.96001,0,0,0,1,1,0.03999,0,59.38829,0,1,59.38829,7.46175955565928e-07,0.03999
ENSSHAG00000001827,-1549.217328,17.48925,0.84909,0.07505,0.07505,0.08089,1,1,0.06394,0.07505,999,0.00609,1,999,6.83639905510116e-13,0.07003
ENSSHAG00000001836,-1855.09798,3.15637,0.98126,0.14041,0.14041,0,1,1,0.01874,0.14041,999,0,1,999,1.60090089377944e-07,0.01874
ENSSHAG00000001851,-3006.284629,18.27511,0.70139,0.08189,0.08189,0.26751,1,1,0.02252,0.08189,999,0.00859,1,999,2.35674127866541e-05,0.03111
ENSSHAG00000001852,-5590.359307,51.67452,0.88121,0.01962,0.01962,0.08355,1,1,0.03218,0.01962,177.85068,0.00305,1,177.85068,8.94690938023786e-13,0.03523
ENSSHAG00000001873,-5548.150047,51.7919,0.48773,0.03672,0.03672,0.47928,1,1,0.01664,0.03672,67.06991,0.01635,1,67.06991,0.000255634706420034,0.03299
ENSSHAG00000001904,-6474.467046,50.72363,0.60995,0.02911,0.02911,0.33124,1,1,0.03811,0.02911,14.6408,0.02069,1,14.6408,0.0174106397801054,0.0588
ENSSHAG00000001907,-3021.123124,1.82026,0.97429,0.00681,0.00681,0,1,1,0.02571,0.00681,67.46652,0,1,67.46652,0.0100423120271247,0.02571
ENSSHAG00000001922,-7036.719772,53.06427,0.7157,0.15415,0.15415,0.14849,1,1,0.11248,0.15415,942.04417,0.02334,1,942.04417,5.04400806824763e-35,0.13582
ENSSHAG00000001924,-2681.300878,9.05797,0.97285,0.04465,0.04465,0,1,1,0.02715,0.04465,573.98804,0,1,573.98804,6.5960062891624e-07,0.02715
ENSSHAG00000001928,-3505.893882,1.40663,0.90278,0,0,0.06695,1,1,0.02818,0,17.83379,0.00209,1,17.83379,1.91817028880031e-05,0.03027
ENSSHAG00000001932,-1919.200717,1.51006,0.4943,0,0,0.45856,1,1,0.02445,0,90.09404,0.02269,1,90.09404,3.0815264090969e-07,0.04714
ENSSHAG00000001935,-4834.342234,8.90073,0.59275,0.17005,0.17005,0.36449,1,1,0.02648,0.17005,41.72329,0.01628,1,41.72329,1.68397107114072e-05,0.04276
ENSSHAG00000001943,-3813.62788,2.07208,0.90327,0.054,0.054,0.08073,1,1,0.01468,0.054,374.35278,0.00131,1,374.35278,3.16412965776388e-10,0.01599
ENSSHAG00000001950,-4207.470818,0.81001,0.99585,0.02315,0.02315,0,1,1,0.00415,0.02315,999,0,1,999,0.0179191876871572,0.00415
ENSSHAG00000001955,-5289.132038,11.01777,0.63895,0.05625,0.05625,0.3259,1,1,0.02328,0.05625,999,0.01187,1,999,9.9156365971486e-08,0.03515
ENSSHAG00000001962,-2141.965654,46.43013,0.84329,0.01649,0.01649,0.02649,1,1,0.12625,0.01649,641.81952,0.00397,1,641.81952,3.55832264342398e-10,0.13022
ENSSHAG00000001971,-13990.074136,68.76201,0.85527,0.01945,0.01945,0.06656,1,1,0.07252,0.01945,748.11522,0.00564,1,748.11522,3.61840235770346e-59,0.07816
ENSSHAG00000001984,-2454.785163,11.70138,0.78457,0.1513,0.1513,0.06601,1,1,0.13782,0.1513,5.20507,0.0116,1,5.20507,0.0398901934250549,0.14942
ENSSHAG00000001994,-3115.817718,14.15441,0.90329,0,0,0.03481,1,1,0.05959,0,795.30979,0.0023,1,795.30979,9.0641265996201e-28,0.06189
ENSSHAG00000001998,-5771.399109,48.72523,0.79105,0.06036,0.06036,0.09399,1,1,0.10276,0.06036,461.65032,0.01221,1,461.65032,8.63244524719746e-19,0.11497
ENSSHAG00000002018,-1896.807895,2.48364,0.74613,0.00735,0.00735,0.17595,1,1,0.06305,0.00735,68.83571,0.01487,1,68.83571,2.31309659078359e-05,0.07792
ENSSHAG00000002021,-2941.639486,81.58221,0.71405,0.02753,0.02753,0.20435,1,1,0.06344,0.02753,998.93062,0.01816,1,998.93062,8.68271069706179e-10,0.0816
ENSSHAG00000002033,-11316.739827,45.36224,0.96061,0.02411,0.02411,0.0107,1,1,0.02838,0.02411,999,0.00032,1,999,1.3519343112223e-23,0.0287
ENSSHAG00000002035,-10335.836787,2.13298,0.94938,0.01804,0.01804,0.04349,1,1,0.00682,0.01804,349.35962,0.00031,1,349.35962,1.17243209046828e-05,0.00713
ENSSHAG00000002057,-6662.314452,76.81342,0.72724,0.03319,0.03319,0.15309,1,1,0.09886,0.03319,510.49218,0.02081,1,510.49218,4.53107659052624e-10,0.11967
ENSSHAG00000002071,-3421.517711,26.96643,0.77297,0.0461,0.0461,0.16807,1,1,0.04843,0.0461,577.21996,0.01053,1,577.21996,0.00226826250485117,0.05896
ENSSHAG00000002075,-2535.763563,82.48601,0.76178,0.03247,0.03247,0.12684,1,1,0.09549,0.03247,544.62813,0.0159,1,544.62813,5.65223736992718e-05,0.11139
ENSSHAG00000002082,-6569.978553,13.89995,0.83002,0.11811,0.11811,0.13629,1,1,0.02894,0.11811,998.98438,0.00475,1,998.98438,1.46841138344453e-09,0.03369
ENSSHAG00000002102,-2193.265421,0.9224,0.78747,0.00417,0.00417,0.20374,1,1,0.00698,0.00417,286.8056,0.00181,1,286.8056,0.0229103234445089,0.00879
ENSSHAG00000002109,-5497.228056,2.02867,0.85281,0.04226,0.04226,0.10048,1,1,0.04179,0.04226,162.13247,0.00492,1,162.13247,4.63383710679146e-26,0.04671
ENSSHAG00000002115,-4967.746406,2.95902,0.61888,0,0,0.36665,1,1,0.00909,0,580.36129,0.00538,1,580.36129,9.07782358851384e-05,0.01447
ENSSHAG00000002117,-2053.422851,62.57909,0.8068,0.05973,0.05973,0,1,1,0.1932,0.05973,390.47063,0,1,390.47063,2.68437337338032e-12,0.1932
ENSSHAG00000002120,-4299.73694,1.36302,0.77062,0.04972,0.04972,0.21679,1,1,0.00983,0.04972,337.09891,0.00276,1,337.09891,0.000173900775573903,0.01259
ENSSHAG00000002121,-6672.077732,2.45567,0.97026,0.00609,0.00609,0.01998,1,1,0.00956,0.00609,998.99966,2e-04,1,998.99966,4.73064692813573e-11,0.00976
ENSSHAG00000002125,-1727.814165,15.99336,0.86128,0,0,0.0885,1,1,0.04554,0,998.98863,0.00468,1,998.98863,2.0216520447268e-10,0.05022
ENSSHAG00000002127,-3541.182798,1.39291,0.64266,0.0074,0.0074,0.23518,1,1,0.08943,0.0074,9.3218,0.03273,1,9.3218,8.85938471444918e-06,0.12216
ENSSHAG00000002136,-5183.190279,99.61985,0.89294,0.01843,0.01843,0.0037,1,1,0.10294,0.01843,746.97723,0.00043,1,746.97723,4.04852987562905e-14,0.10337
ENSSHAG00000002142,-1498.43335,50.45615,0.76856,0.03836,0.03836,0.056,1,1,0.16353,0.03836,796.64742,0.01191,1,796.64742,1.18204551501475e-13,0.17544
ENSSHAG00000002144,-6883.769873,40.79987,0.88242,0.01934,0.01934,0.10918,1,1,0.00748,0.01934,56.68096,0.00093,1,56.68096,0.045985705265911,0.00841
ENSSHAG00000002151,-1584.365934,13.84619,0.83264,0.02233,0.02233,0.10086,1,1,0.05932,0.02233,999,0.00719,1,999,0.000617425220950344,0.06651
ENSSHAG00000002169,-6222.453438,54.27628,0.71071,0.01536,0.01536,0,1,1,0.28929,0.01536,5.71783,0,1,5.71783,6.19826207974829e-08,0.28929
ENSSHAG00000002172,-2889.311318,17.48326,0.54698,0.14255,0.14255,0.38735,1,1,0.03845,0.14255,29.31578,0.02723,1,29.31578,0.00116440983824234,0.06568
ENSSHAG00000002178,-4924.045334,14.51347,0.66824,0.05215,0.05215,0.25599,1,1,0.05479,0.05215,188.84647,0.02099,1,188.84647,0.000114008228466282,0.07578
ENSSHAG00000002182,-5535.415711,57.34244,0.62939,0.02435,0.02435,0.34964,1,1,0.01348,0.02435,998.99551,0.00749,1,998.99551,1.08761602888337e-05,0.02097
ENSSHAG00000002208,-2448.634796,49.58819,0.75838,0.03991,0.03991,0.19066,1,1,0.04072,0.03991,999,0.01024,1,999,0.000127388455520561,0.05096
ENSSHAG00000002225,-2932.939787,52.89842,0.5793,0.04576,0.04576,0.31345,1,1,0.06959,0.04576,132.95604,0.03765,1,132.95604,6.6480943995879e-05,0.10724
ENSSHAG00000002239,-3820.705417,20.12015,0.76902,0.03286,0.03286,0.20212,1,1,0.02286,0.03286,998.98549,0.00601,1,998.98549,0.00101511365683226,0.02887
ENSSHAG00000002263,-3338.935823,1.06517,0.99436,0.03861,0.03861,0,1,1,0.00564,0.03861,859.79499,0,1,859.79499,2.27906401662822e-05,0.00564
ENSSHAG00000002281,-6479.759949,40.50201,0.79954,0.08483,0.08483,0.18041,1,1,0.01636,0.08483,999,0.00369,1,999,0.0402964461324477,0.02005
ENSSHAG00000002282,-14748.072962,32.4739,0.76584,0.03509,0.03509,0.20934,1,1,0.0195,0.03509,999,0.00533,1,999,1.01342971211755e-26,0.02483
ENSSHAG00000002284,-2561.976242,50.9416,0.51252,0.12553,0.12553,0.39145,1,1,0.05445,0.12553,999,0.04159,1,999,0.00063276758378829,0.09604
ENSSHAG00000002286,-2762.838553,31.82678,0.83366,0.06858,0.06858,0.10081,1,1,0.05846,0.06858,905.20957,0.00707,1,905.20957,1.19629872725129e-17,0.06553
ENSSHAG00000002290,-3653.238157,0.56419,0.66623,0.03649,0.03649,0.32124,1,1,0.00846,0.03649,36.85778,0.00408,1,36.85778,0.00422236798991656,0.01254
ENSSHAG00000002291,-3746.526797,28.10424,0.96322,0.0371,0.0371,0.02835,1,1,0.00819,0.0371,39.70921,0.00024,1,39.70921,0.00372357060371181,0.00843
ENSSHAG00000002292,-2383.290362,1.99776,0.54827,0,0,0.38209,1,1,0.04104,0,42.53709,0.0286,1,42.53709,1.19142510044526e-06,0.06964
ENSSHAG00000002298,-20590.519803,1.71654,0.84752,0.04542,0.04542,0.11722,1,1,0.03098,0.04542,40.25044,0.00428,1,40.25044,2.52111478704812e-30,0.03526
ENSSHAG00000002301,-3981.544924,38.94248,0.30556,0.04963,0.04963,0.54617,1,1,0.05319,0.04963,998.74723,0.09508,1,998.74723,0.0240900443829628,0.14827
ENSSHAG00000002329,-8826.692412,9.82537,0.86822,0.01543,0.01543,0.06445,1,1,0.06268,0.01543,256.70088,0.00465,1,256.70088,2.09169121603384e-26,0.06733
ENSSHAG00000002331,-4696.528646,3.88758,0.83984,0.02869,0.02869,0.11406,1,1,0.04059,0.02869,162.75527,0.00551,1,162.75527,1.19397093626073e-11,0.0461
ENSSHAG00000002340,-4021.361767,3.48664,0.54677,0,0,0.37752,1,1,0.04478,0,100.43294,0.03092,1,100.43294,7.54325144632961e-06,0.0757
ENSSHAG00000002342,-3659.53421,1.24273,0.82118,0.05765,0.05765,0.17204,1,1,0.00561,0.05765,189.48931,0.00117,1,189.48931,0.0374018268160403,0.00678
ENSSHAG00000002358,-6438.621535,2.87405,0.43618,0.10862,0.10862,0.44718,1,1,0.05759,0.10862,30.88708,0.05905,1,30.88708,4.27706225813785e-08,0.11664
ENSSHAG00000002364,-1729.964135,21.2158,0.82908,0.01791,0.01791,0.12816,1,1,0.03703,0.01791,693.90431,0.00572,1,693.90431,0.00239139861496879,0.04275
ENSSHAG00000002370,-1676.536684,10.88578,0.82714,0,0,0.13214,1,1,0.03511,0,998.99304,0.00561,1,998.99304,1.58476441860522e-07,0.04072
ENSSHAG00000002380,-2913.205035,38.48201,0.99249,0.02971,0.02971,0,1,1,0.00751,0.02971,999,0,1,999,0.00205460449013292,0.00751
ENSSHAG00000002381,-2213.087975,13.93029,0.52935,0.05812,0.05812,0.43008,1,1,0.02239,0.05812,999,0.01819,1,999,1.96959247570128e-06,0.04058
ENSSHAG00000002387,-2086.931572,53.23312,0.64866,0.02551,0.02551,0.26058,1,1,0.06475,0.02551,75.4526,0.02601,1,75.4526,2.16897711702561e-05,0.09076
ENSSHAG00000002400,-3353.563664,50.38351,0.93823,0.01632,0.01632,0.04239,1,1,0.01855,0.01632,7.51922,0.00084,1,7.51922,0.0374526225366981,0.01939
ENSSHAG00000002407,-2534.380914,15.73268,0.92458,0.08454,0.08454,0.06265,1,1,0.01196,0.08454,54.83758,0.00081,1,54.83758,0.0132206650040491,0.01277
ENSSHAG00000002408,-4004.852067,74.69237,0.5034,0.06556,0.06556,0.19105,1,1,0.22149,0.06556,127.34552,0.08406,1,127.34552,0.0208478686235677,0.30555
ENSSHAG00000002419,-4370.696951,1.69745,0.90333,0.04594,0.04594,0.08823,1,1,0.00769,0.04594,56.24356,0.00075,1,56.24356,0.00381057577573964,0.00844
ENSSHAG00000002435,-2558.114209,13.24727,0.93912,0.18609,0.18609,0,1,1,0.06088,0.18609,80.16849,0,1,80.16849,7.31965763320139e-06,0.06088
ENSSHAG00000002437,-2374.536231,59.12091,0.93042,0.02847,0.02847,0,1,1,0.06958,0.02847,524.69781,0,1,524.69781,6.50092401167086e-16,0.06958
ENSSHAG00000002440,-2523.05569,38.55454,0.94579,0.0479,0.0479,0,1,1,0.05421,0.0479,370.54101,0,1,370.54101,5.53638847023364e-08,0.05421
ENSSHAG00000002442,-4992.977061,27.54683,0.57571,0.08637,0.08637,0.38276,1,1,0.02495,0.08637,999,0.01658,1,999,5.73659076977792e-07,0.04153
ENSSHAG00000002449,-3102.419572,46.1711,0.89764,0.02638,0.02638,0.06624,1,1,0.03364,0.02638,23.82828,0.00248,1,23.82828,0.000583950969325245,0.03612
ENSSHAG00000002454,-11067.252546,3.24444,0.72425,0.01222,0.01222,0.22584,1,1,0.03805,0.01222,68.56763,0.01186,1,68.56763,6.34202513706587e-20,0.04991
ENSSHAG00000002466,-1319.923094,0.4281,0.96896,0.0131,0.0131,0,1,1,0.03104,0.0131,109.61898,0,1,109.61898,8.83778359128825e-06,0.03104
ENSSHAG00000002469,-7026.480901,0.42331,0.97238,0.01066,0.01066,0.02518,1,1,0.00237,0.01066,83.10519,6e-05,1,83.10519,0.0145148282449463,0.00243
ENSSHAG00000002474,-8312.226454,24.19761,0.91552,0.05567,0.05567,0.0584,1,1,0.02451,0.05567,716.37228,0.00156,1,716.37228,4.04994130454898e-11,0.02607
ENSSHAG00000002476,-2792.738917,15.26284,0.55426,0.00546,0.00546,0.40671,1,1,0.02252,0.00546,998.98928,0.01652,1,998.98928,1.62782977471489e-05,0.03904
ENSSHAG00000002483,-5553.44596,52.27306,0.29322,0.15396,0.15396,0.55514,1,1,0.05241,0.15396,907.67922,0.09923,1,907.67922,7.95651656905971e-13,0.15164
ENSSHAG00000002489,-2846.011043,23.75874,0.04739,0,0,0.85121,1,1,0.00535,0,200.9563,0.09606,1,200.9563,1.997368618196e-06,0.10141
ENSSHAG00000002507,-7278.043421,8.00711,0.96487,0.02005,0.02005,0,1,1,0.03513,0.02005,998.99979,0,1,998.99979,5.04392403120768e-39,0.03513
ENSSHAG00000002508,-5227.839231,37.03001,0.69655,0.02277,0.02277,0.12061,1,1,0.15586,0.02277,525.61257,0.02699,1,525.61257,4.11411155124647e-43,0.18285
ENSSHAG00000002527,-2305.78487,63.86708,0.84518,0.0252,0.0252,0.10576,1,1,0.0436,0.0252,999,0.00546,1,999,4.56163995341837e-05,0.04906
ENSSHAG00000002533,-7660.980528,15.38558,0.56574,0.09274,0.09274,0.36927,1,1,0.03932,0.09274,20.0136,0.02567,1,20.0136,1.32641158847886e-06,0.06499
ENSSHAG00000002544,-6307.432584,11.22035,0.44005,0.01435,0.01435,0.53842,1,1,0.00969,0.01435,999,0.01185,1,999,0.0397992536469712,0.02154
ENSSHAG00000002550,-2504.64462,0.84189,0.97943,0.08182,0.08182,0.01291,1,1,0.00756,0.08182,24.32321,1e-04,1,24.32321,0.0107224156421152,0.00766
ENSSHAG00000002560,-3495.970903,19.7962,0.98469,0.04583,0.04583,0,1,1,0.01531,0.04583,54.7392,0,1,54.7392,1.40477357130135e-08,0.01531
ENSSHAG00000002567,-2204.025307,2.25442,0.67504,0.09252,0.09252,0.31618,1,1,0.00598,0.09252,998.99931,0.0028,1,998.99931,0.0499973783495483,0.00878
ENSSHAG00000002568,-8014.765993,16.52496,0.55428,0.10796,0.10796,0.41154,1,1,0.01962,0.10796,12.67608,0.01456,1,12.67608,0.0334637220352981,0.03418
ENSSHAG00000002571,-13193.932639,2.62039,0.87345,0.03189,0.03189,0.07845,1,1,0.04414,0.03189,36.52294,0.00396,1,36.52294,1.63802691290755e-09,0.0481
ENSSHAG00000002594,-3414.126411,85.51822,0.78408,0.01639,0.01639,0.14434,1,1,0.06045,0.01639,998.98227,0.01113,1,998.98227,1.64042566366853e-05,0.07158
ENSSHAG00000002598,-2450.543948,13.71121,0.62677,0.09898,0.09898,0.30168,1,1,0.04831,0.09898,34.62317,0.02325,1,34.62317,0.000182033607915686,0.07156
ENSSHAG00000002601,-9240.429573,43.35981,0.75673,0.02811,0.02811,0.04341,1,1,0.18902,0.02811,607.27139,0.01084,1,607.27139,1.53406106356818e-78,0.19986
ENSSHAG00000002619,-8170.029135,6.28403,0.75093,0.07584,0.07584,0.23257,1,1,0.0126,0.07584,998.99746,0.0039,1,998.99746,2.47919753320196e-09,0.0165
ENSSHAG00000002634,-3957.7758,10.47521,0.79497,0.11335,0.11335,0.15378,1,1,0.04294,0.11335,405.64116,0.00831,1,405.64116,0.0334480824058748,0.05125
ENSSHAG00000002636,-5700.964806,0.85831,0.97617,0.05181,0.05181,0.01739,1,1,0.00633,0.05181,52.97609,0.00011,1,52.97609,0.000238987264435981,0.00644
ENSSHAG00000002657,-4671.853029,35.71782,0.94706,0.02494,0.02494,0.01251,1,1,0.03991,0.02494,299.15283,0.00053,1,299.15283,1.9040570718083e-08,0.04044
ENSSHAG00000002660,-5904.700219,26.18701,0.78223,0.02373,0.02373,0.16061,1,1,0.04743,0.02373,998.92543,0.00974,1,998.92543,3.4675813920408e-13,0.05717
ENSSHAG00000002674,-4525.87111,30.88844,0.53125,0.08642,0.08642,0.41987,1,1,0.02731,0.08642,928.12816,0.02158,1,928.12816,0.00152616378475441,0.04889
ENSSHAG00000002693,-1833.065592,4.1331,0.95505,0.11734,0.11734,0,1,1,0.04495,0.11734,269.91248,0,1,269.91248,1.67282487256385e-05,0.04495
ENSSHAG00000002701,-2868.963365,18.88241,0.81299,0.10576,0.10576,0.15234,1,1,0.0292,0.10576,109.04725,0.00547,1,109.04725,8.94982459601747e-08,0.03467
ENSSHAG00000002703,-6569.571706,7.16202,0.72411,0.04225,0.04225,0.09802,1,1,0.15666,0.04225,51.33085,0.02121,1,51.33085,1.39145039788271e-34,0.17787
ENSSHAG00000002714,-4053.998458,29.08831,0.8493,0.0363,0.0363,0.07644,1,1,0.06813,0.0363,419.05897,0.00613,1,419.05897,1.91997464133085e-10,0.07426
ENSSHAG00000002747,-4382.832132,3.6061,0.75886,0.04046,0.04046,0.13736,1,1,0.08787,0.04046,40.11992,0.01591,1,40.11992,4.03802896519576e-17,0.10378
ENSSHAG00000002748,-2737.735425,9.59034,0.6037,0,0,0.33868,1,1,0.03691,0,937.75629,0.02071,1,937.75629,7.38530910713298e-16,0.05762
ENSSHAG00000002759,-3084.071478,2.78101,0.98433,0.11843,0.11843,0,1,1,0.01567,0.11843,823.60459,0,1,823.60459,3.66863954631307e-06,0.01567
ENSSHAG00000002761,-1756.597344,13.01523,0.93858,0.00918,0.00918,0,1,1,0.06142,0.00918,694.89489,0,1,694.89489,2.03476892346089e-10,0.06142
ENSSHAG00000002769,-9372.853541,1.24406,0.60844,0.0694,0.0694,0.37985,1,1,0.00721,0.0694,56.18462,0.0045,1,56.18462,0.00369792932467832,0.01171
ENSSHAG00000002772,-1580.171458,1.60809,0.89425,0.03721,0.03721,0.09995,1,1,0.00522,0.03721,134.43057,0.00058,1,134.43057,0.0236843135911131,0.0058
ENSSHAG00000002781,-2727.766765,24.39989,0.69214,0.03278,0.03278,0.23761,1,1,0.0523,0.03278,999,0.01795,1,999,2.50925899205531e-08,0.07025
ENSSHAG00000002786,-4913.254384,33.42485,0.5873,0.07576,0.07576,0.29534,1,1,0.07809,0.07576,627.63152,0.03927,1,627.63152,2.16144567739792e-27,0.11736
ENSSHAG00000002806,-8780.619291,62.74059,0.69293,0.02012,0.02012,0.2429,1,1,0.04751,0.02012,481.48435,0.01666,1,481.48435,6.83251503610078e-22,0.06417
ENSSHAG00000002807,-36100.813084,5.61129,0.71409,0.13559,0.13559,0.21817,1,1,0.05189,0.13559,60.27272,0.01585,1,60.27272,1.12873644417718e-42,0.06774
ENSSHAG00000002809,-1950.924461,2.55989,0.84437,0.03448,0.03448,0.05132,1,1,0.09833,0.03448,89.34142,0.00598,1,89.34142,1.46751061470726e-18,0.10431
ENSSHAG00000002819,-4333.780926,31.4291,0.79126,0.03644,0.03644,0.13896,1,1,0.05935,0.03644,78.62838,0.01042,1,78.62838,4.25028317740738e-14,0.06977
ENSSHAG00000002826,-3155.386289,32.37745,0.80227,0.04011,0.04011,0.16728,1,1,0.0252,0.04011,651.44133,0.00525,1,651.44133,9.50697417493042e-09,0.03045
ENSSHAG00000002830,-3870.678508,99.84173,0.4486,0.02675,0.02675,0.09004,1,1,0.38423,0.02675,96.54804,0.07712,1,96.54804,4.69318653399056e-12,0.46135
ENSSHAG00000002843,-4695.698349,40.22225,0.83759,0.01756,0.01756,0.05347,1,1,0.1024,0.01756,491.37028,0.00654,1,491.37028,1.47063260215293e-20,0.10894
