gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000000252	2	kallikrein-related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]	1	1
ENSSHAG00000015212	2	ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]	1	1
ENSSHAG00000007201	2		1	1
ENSSHAG00000007207	2	protein phosphatase 2C-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]	1	1
ENSSHAG00000016802	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWI9]	1	1
ENSSHAG00000016803	2	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	1	1
ENSSHAG00000016800	2	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	1	1
ENSSHAG00000016801	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWI8]	1	1
ENSSHAG00000016806	2	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]	1	1
ENSSHAG00000007204	1	abhydrolase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21398]	0	1
ENSSHAG00000018624	2		1	1
ENSSHAG00000016808	2	spastic paraplegia 11 (autosomal recessive) [Source:HGNC Symbol;Acc:HGNC:11226]	1	1
ENSSHAG00000016809	2	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	1	1
ENSSHAG00000004721	2	cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]	1	1
ENSSHAG00000017227	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WY07]	0	1
ENSSHAG00000015290	2	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	1	1
ENSSHAG00000015291	2	orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]	1	1
ENSSHAG00000015296	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WRG0]	1	1
ENSSHAG00000015214	2	AT rich interactive domain 4B (RBP1-like) [Source:HGNC Symbol;Acc:HGNC:15550]	1	1
ENSSHAG00000015294	2		1	1
ENSSHAG00000015295	2	F-box and leucine-rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	1	1
ENSSHAG00000015299	2	family with sequence similarity 210, member A [Source:HGNC Symbol;Acc:HGNC:28346]	1	1
ENSSHAG00000012477	1	tetratricopeptide repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:23639]	0	1
ENSSHAG00000012475	2	small nuclear RNA activating complex, polypeptide 1, 43kDa [Source:HGNC Symbol;Acc:HGNC:11134]	1	1
ENSSHAG00000012474	1	polo-like kinase 5 [Source:HGNC Symbol;Acc:HGNC:27001]	0	1
ENSSHAG00000012473	2	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	1	1
ENSSHAG00000012472	2	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	1	1
ENSSHAG00000012470	2	p53 and DNA-damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]	1	1
ENSSHAG00000012479	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WGR2]	0	1
ENSSHAG00000012478	1	HESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4877]	0	1
ENSSHAG00000008319	1	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	0	1
ENSSHAG00000008318	1	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]	0	1
ENSSHAG00000008869	2	von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]	1	1
ENSSHAG00000008311	2	grainyhead-like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25839]	1	1
ENSSHAG00000008310	2	serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:HGNC Symbol;Acc:HGNC:8945]	1	1
ENSSHAG00000008313	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2F2]	1	1
ENSSHAG00000008312	2	gap junction protein, beta 6, 30kDa [Source:HGNC Symbol;Acc:HGNC:4288]	1	1
ENSSHAG00000008315	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2F4]	1	1
ENSSHAG00000005234	2	tuberous sclerosis 1 [Source:HGNC Symbol;Acc:HGNC:12362]	1	1
ENSSHAG00000008317	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2F6]	1	1
ENSSHAG00000005540	2	leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:HGNC:19409]	1	1
ENSSHAG00000010189	1	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]	0	1
ENSSHAG00000010188	2	zinc finger and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20259]	1	1
ENSSHAG00000002328	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHH9]	1	1
ENSSHAG00000010181	2	thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]	1	1
ENSSHAG00000010184	2	tRNA methyltransferase 10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28403]	1	1
ENSSHAG00000010187	2	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]	1	1
ENSSHAG00000015124	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQV9]	1	1
ENSSHAG00000015125	2	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	1	1
ENSSHAG00000018406	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X231]	1	1
ENSSHAG00000015127	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQW2]	1	1
ENSSHAG00000018400	2	cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]	1	1
ENSSHAG00000018401	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X225]	1	1
ENSSHAG00000018402	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X226]	1	1
ENSSHAG00000018403	2	Guanylate cyclase  [Source:UniProtKB/TrEMBL;Acc:G3X228]	1	1
ENSSHAG00000018408	2	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]	1	1
ENSSHAG00000015129	2	endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]	1	1
ENSSHAG00000008439	2	neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]	1	1
ENSSHAG00000009813	2	glutamate receptor, ionotropic, delta 2 [Source:HGNC Symbol;Acc:HGNC:4576]	1	1
ENSSHAG00000010580	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WA95]	1	1
ENSSHAG00000013401	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJW8]	1	1
ENSSHAG00000013402	1	amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]	0	1
ENSSHAG00000016697	2	heat shock 105kDa/110kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:16969]	1	1
ENSSHAG00000003535	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLF6]	1	1
ENSSHAG00000002762	2	DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:HGNC Symbol;Acc:HGNC:16718]	1	1
ENSSHAG00000009043	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4X1]	1	1
ENSSHAG00000002018	2	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]	1	1
ENSSHAG00000003530	2	eukaryotic translation initiation factor 4 gamma, 2 [Source:HGNC Symbol;Acc:HGNC:3297]	1	1
ENSSHAG00000002012	2	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]	1	1
ENSSHAG00000003531	2	zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]	1	1
ENSSHAG00000013986	2	mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]	1	1
ENSSHAG00000013987	2	methyltransferase like 8 [Source:HGNC Symbol;Acc:HGNC:25856]	1	1
ENSSHAG00000013980	2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:HGNC:20372]	1	1
ENSSHAG00000013983	2	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	1	1
ENSSHAG00000002848	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJ74]	1	1
ENSSHAG00000009048	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4X6]	0	1
ENSSHAG00000015032	2	chromosome 15 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:28295]	1	1
ENSSHAG00000014188	2	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]	1	1
ENSSHAG00000004905	2	GLI family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:4320]	1	1
ENSSHAG00000014185	2	RGP1 retrograde golgi transport homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21965]	1	1
ENSSHAG00000014187	2		1	1
ENSSHAG00000014181	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WML7]	1	1
ENSSHAG00000014180	1	centrobin, centrosomal BRCA2 interacting protein [Source:HGNC Symbol;Acc:HGNC:29616]	0	1
ENSSHAG00000014182	2	tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]	1	1
ENSSHAG00000011973	2	transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]	1	1
ENSSHAG00000011971	2	RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]	1	1
ENSSHAG00000018003	2	Kv channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]	1	1
ENSSHAG00000011977	2	protein phosphatase 1, regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	1	1
ENSSHAG00000014465	2	tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]	1	1
ENSSHAG00000011975	2	ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]	1	1
ENSSHAG00000002277	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHB8]	0	1
ENSSHAG00000018004	2	Dimethylaniline monooxygenase [N-oxide-forming]  [Source:UniProtKB/TrEMBL;Acc:G3X0N4]	1	1
ENSSHAG00000014459	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNK3]	1	1
ENSSHAG00000014458	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNK2]	1	1
ENSSHAG00000004901	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VR03]	1	1
ENSSHAG00000018006	2	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	1	1
ENSSHAG00000015035	2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]	1	1
ENSSHAG00000015801	2	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:19336]	1	1
ENSSHAG00000015800	2	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]	1	1
ENSSHAG00000004904	2	methylmalonic aciduria (cobalamin deficiency) cblA type [Source:HGNC Symbol;Acc:HGNC:18871]	1	1
ENSSHAG00000003273	2	calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1449]	1	1
ENSSHAG00000003272	2	ceroid-lipofuscinosis, neuronal 6, late infantile, variant [Source:HGNC Symbol;Acc:HGNC:2077]	1	1
ENSSHAG00000003270	1	CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]	0	1
ENSSHAG00000003277	2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]	1	1
ENSSHAG00000003276	1	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	0	1
ENSSHAG00000003275	1	centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]	0	1
ENSSHAG00000014985	2	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]	1	1
ENSSHAG00000014987	2		1	1
ENSSHAG00000014234	2		1	1
ENSSHAG00000014233	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMS5]	1	1
ENSSHAG00000014231	2	family with sequence similarity 154, member A [Source:HGNC Symbol;Acc:HGNC:28566]	1	1
ENSSHAG00000014982	2	huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]	1	1
ENSSHAG00000014989	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQF0]	1	1
ENSSHAG00000014239	2	toll-like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]	1	1
ENSSHAG00000014238	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMT0]	1	1
ENSSHAG00000002903	2	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:HGNC:3539]	1	1
ENSSHAG00000002907	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJE8]	1	1
ENSSHAG00000016589	2	phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]	1	1
ENSSHAG00000002905	2	dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:HGNC:24547]	1	1
ENSSHAG00000016586	2	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]	1	1
ENSSHAG00000016585	2	meiosis 1 associated protein [Source:HGNC Symbol;Acc:HGNC:25183]	1	1
ENSSHAG00000002909	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJF1]	1	1
ENSSHAG00000016583	2	lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]	1	1
ENSSHAG00000016580	2	low density lipoprotein receptor-related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	1	1
ENSSHAG00000007197	2	ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]	1	1
ENSSHAG00000007194	2	carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]	1	1
ENSSHAG00000007195	2	component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]	1	1
ENSSHAG00000007199	1		0	1
ENSSHAG00000017180	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXV0]	1	1
ENSSHAG00000006576	2	chromosome 6 open reading frame 201 [Source:HGNC Symbol;Acc:HGNC:21620]	1	1
ENSSHAG00000006573	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWK9]	1	1
ENSSHAG00000003052	2	CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]	1	1
ENSSHAG00000006571	2	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]	1	1
ENSSHAG00000003050	2	SID1 transmembrane family, member 1 [Source:HGNC Symbol;Acc:HGNC:25967]	1	1
ENSSHAG00000017189	2	MAP-kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]	1	1
ENSSHAG00000011425	2	calcium channel, voltage-dependent, gamma subunit 2 [Source:HGNC Symbol;Acc:HGNC:1406]	1	1
ENSSHAG00000008088	2	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3538]	1	1
ENSSHAG00000001786	2	calcium channel, voltage-dependent, L type, alpha 1S subunit [Source:HGNC Symbol;Acc:HGNC:1397]	1	1
ENSSHAG00000008081	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1N6]	1	1
ENSSHAG00000008080	2	KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]	1	1
ENSSHAG00000008082	2	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]	1	1
ENSSHAG00000008085	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1P2]	1	1
ENSSHAG00000004900	2	caspase 6, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1507]	1	1
ENSSHAG00000007224	2	prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]	1	1
ENSSHAG00000000505	2	translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:18001]	1	1
ENSSHAG00000007227	2	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]	1	1
ENSSHAG00000007221	2	inositol polyphosphate-4-phosphatase, type I, 107kDa [Source:HGNC Symbol;Acc:HGNC:6074]	1	1
ENSSHAG00000018483	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X2C5]	1	1
ENSSHAG00000017764	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZU3]	1	1
ENSSHAG00000017767	2	secreted LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18746]	1	1
ENSSHAG00000017763	2	dynein, axonemal, intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]	1	1
ENSSHAG00000017980	2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]	1	1
ENSSHAG00000017981	2	interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]	1	1
ENSSHAG00000017982	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0K6]	1	1
ENSSHAG00000017983	2	5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]	1	1
ENSSHAG00000017769	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZU7]	1	1
ENSSHAG00000012119	2	cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]	1	1
ENSSHAG00000012110	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFG2]	1	1
ENSSHAG00000012111	2	serine/arginine-rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]	1	1
ENSSHAG00000012112	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFG4]	1	1
ENSSHAG00000012113	2	BRCA1-associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]	1	1
ENSSHAG00000012114	2	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:14122]	1	1
ENSSHAG00000012115	2	potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753]	1	1
ENSSHAG00000012116	2	solute carrier family 26 (anion exchanger), member 6 [Source:HGNC Symbol;Acc:HGNC:14472]	1	1
ENSSHAG00000012117	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFH0]	1	1
ENSSHAG00000013608	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKM8]	1	1
ENSSHAG00000013602	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKM1]	1	1
ENSSHAG00000013607	2	Myb-like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	1	1
ENSSHAG00000013604	1	leucine rich repeat containing 69 [Source:HGNC Symbol;Acc:HGNC:34303]	0	1
ENSSHAG00000009686	1	ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064]	0	1
ENSSHAG00000009687	2	SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]	1	1
ENSSHAG00000009680	2	olfactory receptor, family 51, subfamily E, member 1 [Source:HGNC Symbol;Acc:HGNC:15194]	1	1
ENSSHAG00000009681	2	histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]	1	1
ENSSHAG00000009683	2	transmembrane and tetratricopeptide repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26899]	1	1
ENSSHAG00000009688	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W754]	1	1
ENSSHAG00000009689	2	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	1	1
ENSSHAG00000001108	2	trafficking protein particle complex 11 [Source:HGNC Symbol;Acc:HGNC:25751]	1	1
ENSSHAG00000014107	1	caspase 10, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1500]	0	1
ENSSHAG00000014101	1	progestin and adipoQ receptor family member VI [Source:HGNC Symbol;Acc:HGNC:30132]	0	1
ENSSHAG00000004089	2	breast cancer anti-estrogen resistance 3 [Source:HGNC Symbol;Acc:HGNC:973]	1	1
ENSSHAG00000015461	2	otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]	1	1
ENSSHAG00000015463	2	family with sequence similarity 91, member A1 [Source:HGNC Symbol;Acc:HGNC:26306]	1	1
ENSSHAG00000015462	2	Fanconi anemia, complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]	1	1
ENSSHAG00000015465	2	roundabout, axon guidance receptor, homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:13433]	1	1
ENSSHAG00000004080	2	murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237]	1	1
ENSSHAG00000015467	2	armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]	1	1
ENSSHAG00000015466	2	solute carrier family 25 (aspartate/glutamate carrier), member 12 [Source:HGNC Symbol;Acc:HGNC:10982]	1	1
ENSSHAG00000009356	2	chemokine (C-X-C motif) receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]	1	1
ENSSHAG00000009354	2	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	1	1
ENSSHAG00000004558	2	zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045]	1	1
ENSSHAG00000009352	1	TNF receptor-associated factor 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	0	1
ENSSHAG00000009353	1	coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]	0	1
ENSSHAG00000009350	2	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	1	1
ENSSHAG00000009236	2	chemokine (C-C motif) ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	1	1
ENSSHAG00000009231	2	eukaryotic translation initiation factor 3, subunit G [Source:HGNC Symbol;Acc:HGNC:3274]	1	1
ENSSHAG00000009230	2	chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]	1	1
ENSSHAG00000009233	2	tubulin, gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]	1	1
ENSSHAG00000009232	2	leucine-rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:HGNC:28318]	1	1
ENSSHAG00000011469	2	arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:HGNC:10078]	1	1
ENSSHAG00000009239	2	pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]	1	1
ENSSHAG00000009238	1	PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]	0	1
ENSSHAG00000011468	1	glutamate decarboxylase 1 (brain, 67kDa) [Source:HGNC Symbol;Acc:HGNC:4092]	0	1
ENSSHAG00000018480	2	DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]	1	1
ENSSHAG00000015605	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSH9]	1	1
ENSSHAG00000007881	2	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	1	1
ENSSHAG00000015600	2	transmembrane protein 194B [Source:HGNC Symbol;Acc:HGNC:33700]	1	1
ENSSHAG00000015602	2	STT3B, subunit of the oligosaccharyltransferase complex (catalytic) [Source:HGNC Symbol;Acc:HGNC:30611]	1	1
ENSSHAG00000004886	2	WAS protein family, member 2 [Source:HGNC Symbol;Acc:HGNC:12733]	1	1
ENSSHAG00000004881	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQY2]	1	1
ENSSHAG00000011118	2	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]	1	1
ENSSHAG00000004331	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VP39]	1	1
ENSSHAG00000004882	2	olfactory receptor, family 51, subfamily A, member 7 [Source:HGNC Symbol;Acc:HGNC:15188]	1	1
ENSSHAG00000011115	2	La ribonucleoprotein domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:29531]	1	1
ENSSHAG00000011117	1	Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]	0	1
ENSSHAG00000004888	1	Hermansky-Pudlak syndrome 6 [Source:HGNC Symbol;Acc:HGNC:18817]	0	1
ENSSHAG00000011113	2	ATPase type 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]	1	1
ENSSHAG00000011112	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WC33]	1	1
ENSSHAG00000002489	2	glutamate-rich 5 [Source:HGNC Symbol;Acc:HGNC:26823]	1	1
ENSSHAG00000002488	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VI06]	1	1
ENSSHAG00000002487	2	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	1	1
ENSSHAG00000002481	2		1	1
ENSSHAG00000005936	2	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	1	1
ENSSHAG00000005681	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTM2]	1	1
ENSSHAG00000005935	2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7045]	1	1
ENSSHAG00000005684	2	C-type lectin domain family 5, member A [Source:HGNC Symbol;Acc:HGNC:2054]	1	1
ENSSHAG00000005933	2	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]	1	1
ENSSHAG00000005686	2	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) [Source:HGNC Symbol;Acc:HGNC:32949]	1	1
ENSSHAG00000005687	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTM9]	0	1
ENSSHAG00000005688	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTN0]	1	1
ENSSHAG00000005939	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUI0]	1	1
ENSSHAG00000016125	2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	1	1
ENSSHAG00000010896	1	DEP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:22952]	0	1
ENSSHAG00000005064	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRJ9]	1	1
ENSSHAG00000005062	2	BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]	1	1
ENSSHAG00000005068	1	cleavage and polyadenylation specific factor 3-like [Source:HGNC Symbol;Acc:HGNC:26052]	0	1
ENSSHAG00000010643	2	toll-like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]	1	1
ENSSHAG00000010640	2	interleukin 1 family, member 10 (theta) [Source:HGNC Symbol;Acc:HGNC:15552]	1	1
ENSSHAG00000010646	2	LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734]	1	1
