ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000000399	ENSMODG00000008902	ENSMEUG00000016761	Locus_25674_Transcript_11/12_Confidence_0.176_Length_1734
ENSSHAG00000000400	NA	ENSMEUG00000013610	Locus_889_Transcript_206/475_Confidence_0.001_Length_1859
ENSSHAG00000000401	ENSMODG00000020191	ENSMEUG00000009901	NA
ENSSHAG00000000402	ENSMODG00000004581	ENSMEUG00000016373	Locus_88_Transcript_7958/16303_Confidence_0.000_Length_3508
ENSSHAG00000000403	ENSMODG00000000113	ENSMEUG00000004014	NA
ENSSHAG00000000404	ENSMODG00000003243	ENSMEUG00000004707	NA
ENSSHAG00000000405	ENSMODG00000012785	ENSMEUG00000006952	NA
ENSSHAG00000000406	ENSMODG00000019167	ENSMEUG00000007090	Locus_4372_Transcript_13/19_Confidence_0.241_Length_856
ENSSHAG00000000407	ENSMODG00000003306	ENSMEUG00000014272	Locus_23561_Transcript_4/19_Confidence_0.387_Length_6540
ENSSHAG00000000409	ENSMODG00000021057	ENSMEUG00000006613	Locus_7245_Transcript_42/102_Confidence_0.033_Length_1059
ENSSHAG00000000410	ENSMODG00000003640	ENSMEUG00000010166	NA
ENSSHAG00000000412	ENSMODG00000022720	ENSMEUG00000009359	NA
ENSSHAG00000000414	ENSMODG00000006112	ENSMEUG00000000362	Locus_15115_Transcript_17/30_Confidence_0.219_Length_1422
ENSSHAG00000000415	ENSMODG00000025229	ENSMEUG00000014097	NA
ENSSHAG00000000417	ENSMODG00000001537	ENSMEUG00000015652	Locus_96374_Transcript_1/2_Confidence_0.333_Length_1595
ENSSHAG00000000418	ENSMODG00000011808	ENSMEUG00000010833	Locus_9464_Transcript_6/14_Confidence_0.619_Length_1319
ENSSHAG00000000420	ENSMODG00000018990	ENSMEUG00000007156	Locus_1937_Transcript_68/107_Confidence_0.022_Length_1658
ENSSHAG00000000421	ENSMODG00000015681	ENSMEUG00000005092	Locus_5290_Transcript_12/21_Confidence_0.148_Length_4099
ENSSHAG00000000422	ENSMODG00000025661	ENSMEUG00000005561	Locus_121800_Transcript_3/4_Confidence_0.429_Length_523
ENSSHAG00000000425	ENSMODG00000007242	ENSMEUG00000016299	Locus_45830_Transcript_1/1_Confidence_0.000_Length_2577
ENSSHAG00000000426	ENSMODG00000000500	ENSMEUG00000006332	NA
ENSSHAG00000000428	ENSMODG00000023640	ENSMEUG00000015797	NA
ENSSHAG00000000429	ENSMODG00000021505	NA	Locus_24717_Transcript_13/18_Confidence_0.435_Length_4214
ENSSHAG00000000431	ENSMODG00000028438	ENSMEUG00000010213	Locus_10955_Transcript_12/24_Confidence_0.500_Length_4341
ENSSHAG00000000432	ENSMODG00000020459	ENSMEUG00000000984	NA
ENSSHAG00000000435	ENSMODG00000017305	ENSMEUG00000015814	NA
ENSSHAG00000000437	ENSMODG00000006756	ENSMEUG00000001166	NA
ENSSHAG00000000441	ENSMODG00000025473	ENSMEUG00000016240	Locus_463_Transcript_10/21_Confidence_0.238_Length_4213
ENSSHAG00000000443	ENSMODG00000024553	ENSMEUG00000015086	NA
ENSSHAG00000000445	ENSMODG00000003258	ENSMEUG00000008160	NA
ENSSHAG00000000447	ENSMODG00000019125	ENSMEUG00000015835	Locus_109_Transcript_54/63_Confidence_0.000_Length_3803
ENSSHAG00000000448	ENSMODG00000023042	ENSMEUG00000007032	NA
ENSSHAG00000000449	ENSMODG00000005066	ENSMEUG00000005061	Locus_2050_Transcript_10/24_Confidence_0.275_Length_9168
ENSSHAG00000000450	ENSMODG00000001008	ENSMEUG00000004776	Locus_68_Transcript_49/94_Confidence_0.250_Length_5422
ENSSHAG00000000452	ENSMODG00000002440	ENSMEUG00000013030	Locus_1443_Transcript_10/118_Confidence_0.029_Length_6618
ENSSHAG00000000454	ENSMODG00000019120	ENSMEUG00000009963	Locus_59876_Transcript_1/1_Confidence_0.000_Length_817
ENSSHAG00000000455	ENSMODG00000028604	ENSMEUG00000009385	Locus_29626_Transcript_2/6_Confidence_0.364_Length_3691
ENSSHAG00000000458	ENSMODG00000002912	ENSMEUG00000011743	NA
ENSSHAG00000000460	ENSMODG00000004329	ENSMEUG00000015117	Locus_122445_Transcript_2/5_Confidence_0.500_Length_2250
ENSSHAG00000000463	ENSMODG00000008238	ENSMEUG00000010642	Locus_8188_Transcript_17/30_Confidence_0.079_Length_2183
ENSSHAG00000000464	ENSMODG00000018849	ENSMEUG00000014299	Locus_7151_Transcript_3/3_Confidence_0.556_Length_4153
ENSSHAG00000000465	ENSMODG00000019664	ENSMEUG00000004019	Locus_324_Transcript_21/28_Confidence_0.519_Length_6831
ENSSHAG00000000466	ENSMODG00000023889	ENSMEUG00000001476	NA
ENSSHAG00000000467	ENSMODG00000020657	ENSMEUG00000007124	Locus_88_Transcript_11132/16303_Confidence_0.000_Length_1075
ENSSHAG00000000468	ENSMODG00000001098	ENSMEUG00000014145	Locus_349_Transcript_15/22_Confidence_0.179_Length_4712
ENSSHAG00000000472	ENSMODG00000017228	ENSMEUG00000015670	Locus_6099_Transcript_3/4_Confidence_0.167_Length_2915
ENSSHAG00000000473	ENSMODG00000002180	NA	Locus_1569_Transcript_11/25_Confidence_0.281_Length_3053
ENSSHAG00000000474	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000000478	ENSMODG00000013938	NA	Locus_20327_Transcript_10/32_Confidence_0.143_Length_1337
ENSSHAG00000000481	ENSMODG00000004053	ENSMEUG00000010383	Locus_14531_Transcript_25/60_Confidence_0.359_Length_5540
ENSSHAG00000000482	ENSMODG00000020829	ENSMEUG00000014632	NA
ENSSHAG00000000485	ENSMODG00000019078	ENSMEUG00000004620	Locus_9435_Transcript_30/38_Confidence_0.226_Length_1326
ENSSHAG00000000486	ENSMODG00000005714	ENSMEUG00000012257	Locus_5603_Transcript_10/13_Confidence_0.500_Length_4699
ENSSHAG00000000487	ENSMODG00000000899	ENSMEUG00000012059	NA
ENSSHAG00000000490	ENSMODG00000003640	ENSMEUG00000010166	NA
ENSSHAG00000000491	ENSMODG00000025772	ENSMEUG00000007032	NA
ENSSHAG00000000492	ENSMODG00000019927	ENSMEUG00000002466	NA
ENSSHAG00000000493	ENSMODG00000019072	ENSMEUG00000012897	NA
ENSSHAG00000000494	ENSMODG00000005013	NA	Locus_128976_Transcript_1/1_Confidence_0.000_Length_1963
ENSSHAG00000000495	ENSMODG00000015492	ENSMEUG00000003786	NA
ENSSHAG00000000499	ENSMODG00000016493	NA	Locus_22932_Transcript_1/4_Confidence_0.300_Length_5848
ENSSHAG00000000500	ENSMODG00000016401	ENSMEUG00000001255	Locus_4191_Transcript_1/7_Confidence_0.267_Length_1448
ENSSHAG00000000501	ENSMODG00000021088	ENSMEUG00000006795	Locus_16870_Transcript_1/9_Confidence_0.032_Length_1081
ENSSHAG00000000502	ENSMODG00000020867	NA	Locus_125009_Transcript_3/7_Confidence_0.556_Length_1334
ENSSHAG00000000505	ENSMODG00000020860	ENSMEUG00000006266	Locus_8287_Transcript_84/128_Confidence_0.011_Length_3353
ENSSHAG00000000507	ENSMODG00000007334	ENSMEUG00000004977	Locus_3436_Transcript_6/8_Confidence_0.143_Length_1933
ENSSHAG00000000508	NA	ENSMEUG00000010173	Locus_13299_Transcript_10/38_Confidence_0.528_Length_3440
ENSSHAG00000000510	ENSMODG00000016214	ENSMEUG00000010264	NA
ENSSHAG00000000514	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000000516	ENSMODG00000000542	NA	Locus_3785_Transcript_10/12_Confidence_0.862_Length_3788
ENSSHAG00000000518	ENSMODG00000017929	ENSMEUG00000009827	Locus_24029_Transcript_2/4_Confidence_0.667_Length_2230
ENSSHAG00000000519	ENSMODG00000014479	ENSMEUG00000010390	Locus_6526_Transcript_55/66_Confidence_0.342_Length_2532
ENSSHAG00000000520	ENSMODG00000005416	ENSMEUG00000007671	Locus_138246_Transcript_1/2_Confidence_0.833_Length_699
ENSSHAG00000000521	ENSMODG00000010300	ENSMEUG00000015526	Locus_6196_Transcript_49/63_Confidence_0.104_Length_2464
ENSSHAG00000000522	ENSMODG00000001885	ENSMEUG00000008959	Locus_2579_Transcript_23/49_Confidence_0.453_Length_8050
ENSSHAG00000000523	ENSMODG00000004962	ENSMEUG00000012113	NA
ENSSHAG00000000524	ENSMODG00000007215	ENSMEUG00000012202	NA
ENSSHAG00000000525	ENSMODG00000002602	ENSMEUG00000005350	Locus_121052_Transcript_4/7_Confidence_0.600_Length_2708
ENSSHAG00000000526	ENSMODG00000012043	ENSMEUG00000010856	Locus_4588_Transcript_12/15_Confidence_0.304_Length_4356
ENSSHAG00000000528	ENSMODG00000024195	ENSMEUG00000006816	NA
ENSSHAG00000000530	ENSMODG00000013537	ENSMEUG00000005635	NA
ENSSHAG00000000531	ENSMODG00000005509	ENSMEUG00000015865	Locus_54628_Transcript_5/5_Confidence_0.000_Length_1427
ENSSHAG00000000532	ENSMODG00000024245	ENSMEUG00000015393	NA
ENSSHAG00000000533	ENSMODG00000021258	ENSMEUG00000008435	Locus_8091_Transcript_17/34_Confidence_0.051_Length_4483
ENSSHAG00000000534	ENSMODG00000017846	ENSMEUG00000001180	Locus_3416_Transcript_7/10_Confidence_0.167_Length_3475
ENSSHAG00000000535	ENSMODG00000018436	ENSMEUG00000009193	Locus_36999_Transcript_19/28_Confidence_0.217_Length_3563
ENSSHAG00000000536	ENSMODG00000003243	ENSMEUG00000004707	NA
ENSSHAG00000000537	ENSMODG00000016628	ENSMEUG00000000134	Locus_5020_Transcript_24/98_Confidence_0.047_Length_562
ENSSHAG00000000539	ENSMODG00000004926	ENSMEUG00000011125	Locus_20166_Transcript_1/5_Confidence_0.222_Length_2143
ENSSHAG00000000540	ENSMODG00000003115	NA	Locus_40139_Transcript_2/5_Confidence_0.286_Length_1258
ENSSHAG00000000541	ENSMODG00000023889	ENSMEUG00000001476	NA
ENSSHAG00000000546	ENSMODG00000017500	ENSMEUG00000006252	Locus_12975_Transcript_1/13_Confidence_0.235_Length_1044
ENSSHAG00000000547	ENSMODG00000013150	ENSMEUG00000014285	NA
ENSSHAG00000000550	ENSMODG00000016454	ENSMEUG00000007160	Locus_20080_Transcript_8/10_Confidence_0.176_Length_4852
ENSSHAG00000000551	ENSMODG00000007909	ENSMEUG00000003014	Locus_16669_Transcript_17/17_Confidence_0.042_Length_2957
ENSSHAG00000000552	ENSMODG00000022912	ENSMEUG00000011814	NA
ENSSHAG00000000553	ENSMODG00000007909	ENSMEUG00000003014	Locus_16669_Transcript_15/17_Confidence_0.125_Length_3188
ENSSHAG00000000554	ENSMODG00000009213	ENSMEUG00000009472	NA
ENSSHAG00000000555	ENSMODG00000015563	ENSMEUG00000005249	Locus_19747_Transcript_12/24_Confidence_0.271_Length_4032
ENSSHAG00000000556	ENSMODG00000008303	ENSMEUG00000004143	Locus_8168_Transcript_14/18_Confidence_0.353_Length_5807
ENSSHAG00000000557	ENSMODG00000010241	ENSMEUG00000015073	Locus_5882_Transcript_10/16_Confidence_0.769_Length_5341
ENSSHAG00000000559	ENSMODG00000023889	ENSMEUG00000001476	NA
ENSSHAG00000000560	ENSMODG00000009638	NA	Locus_2816_Transcript_50/63_Confidence_0.104_Length_3441
ENSSHAG00000000562	ENSMODG00000023517	ENSMEUG00000012283	NA
ENSSHAG00000000563	ENSMODG00000001033	NA	Locus_5532_Transcript_11/19_Confidence_0.533_Length_4816
ENSSHAG00000000565	ENSMODG00000024206	ENSMEUG00000004736	NA
ENSSHAG00000000566	NA	ENSMEUG00000004374	Locus_41_Transcript_32/44_Confidence_0.097_Length_2952
ENSSHAG00000000568	ENSMODG00000005617	ENSMEUG00000013502	NA
ENSSHAG00000000569	ENSMODG00000005213	ENSMEUG00000007926	Locus_7232_Transcript_1/8_Confidence_0.308_Length_2097
ENSSHAG00000000570	ENSMODG00000029183	ENSMEUG00000003871	Locus_20370_Transcript_8/13_Confidence_0.333_Length_3447
ENSSHAG00000000572	ENSMODG00000010868	ENSMEUG00000004927	Locus_3653_Transcript_40/63_Confidence_0.451_Length_7600
ENSSHAG00000000573	ENSMODG00000023042	ENSMEUG00000007032	NA
ENSSHAG00000000574	ENSMODG00000006126	ENSMEUG00000012974	Locus_34891_Transcript_19/27_Confidence_0.273_Length_4211
ENSSHAG00000000575	ENSMODG00000018152	NA	Locus_1974_Transcript_29/66_Confidence_0.108_Length_4111
ENSSHAG00000000577	ENSMODG00000019587	ENSMEUG00000016149	Locus_17504_Transcript_11/12_Confidence_0.538_Length_4479
ENSSHAG00000000580	ENSMODG00000027854	NA	Locus_88_Transcript_11795/16303_Confidence_0.000_Length_5188
ENSSHAG00000000583	ENSMODG00000013351	ENSMEUG00000001623	NA
ENSSHAG00000000588	ENSMODG00000018390	ENSMEUG00000015669	NA
ENSSHAG00000000590	ENSMODG00000016660	ENSMEUG00000013054	Locus_537_Transcript_17/139_Confidence_0.039_Length_4727
ENSSHAG00000000591	ENSMODG00000021002	ENSMEUG00000003511	Locus_14715_Transcript_14/17_Confidence_0.529_Length_10377
ENSSHAG00000000595	ENSMODG00000015270	ENSMEUG00000010751	Locus_30733_Transcript_5/11_Confidence_0.353_Length_3065
ENSSHAG00000000596	ENSMODG00000009313	ENSMEUG00000005841	Locus_21184_Transcript_36/47_Confidence_0.080_Length_8065
ENSSHAG00000000598	ENSMODG00000002375	ENSMEUG00000011978	Locus_10715_Transcript_55/59_Confidence_0.090_Length_1176
ENSSHAG00000000599	ENSMODG00000023325	ENSMEUG00000009873	Locus_1123_Transcript_26/29_Confidence_0.290_Length_1190
ENSSHAG00000000601	ENSMODG00000000329	ENSMEUG00000002327	Locus_48705_Transcript_2/3_Confidence_0.400_Length_2583
ENSSHAG00000000602	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000000603	ENSMODG00000022886	ENSMEUG00000016623	NA
ENSSHAG00000000604	ENSMODG00000000730	ENSMEUG00000003818	Locus_8108_Transcript_52/68_Confidence_0.561_Length_4338
ENSSHAG00000000608	ENSMODG00000012575	ENSMEUG00000014096	Locus_10161_Transcript_68/112_Confidence_0.063_Length_1806
ENSSHAG00000000609	ENSMODG00000003030	ENSMEUG00000002210	NA
ENSSHAG00000000610	ENSMODG00000014934	ENSMEUG00000013151	Locus_1202_Transcript_7/39_Confidence_0.052_Length_787
ENSSHAG00000000612	ENSMODG00000003644	NA	Locus_8808_Transcript_7/66_Confidence_0.109_Length_1201
ENSSHAG00000000613	ENSMODG00000015219	NA	Locus_2252_Transcript_41/47_Confidence_0.170_Length_5361
ENSSHAG00000000616	ENSMODG00000012591	NA	Locus_88_Transcript_10296/16303_Confidence_0.000_Length_16430
ENSSHAG00000000618	ENSMODG00000007757	ENSMEUG00000008903	NA
ENSSHAG00000000619	ENSMODG00000001155	ENSMEUG00000015415	Locus_88_Transcript_9090/16303_Confidence_0.000_Length_2675
ENSSHAG00000000620	ENSMODG00000001435	NA	Locus_7950_Transcript_14/18_Confidence_0.286_Length_5287
ENSSHAG00000000623	NA	ENSMEUG00000003745	Locus_3194_Transcript_110/143_Confidence_0.022_Length_1336
ENSSHAG00000000625	ENSMODG00000012494	ENSMEUG00000015240	NA
ENSSHAG00000000627	ENSMODG00000012739	ENSMEUG00000012433	Locus_16153_Transcript_55/82_Confidence_0.319_Length_3592
ENSSHAG00000000628	ENSMODG00000013456	ENSMEUG00000001939	Locus_8635_Transcript_10/29_Confidence_0.065_Length_5749
ENSSHAG00000000629	ENSMODG00000008415	ENSMEUG00000010166	NA
ENSSHAG00000000630	ENSMODG00000019816	ENSMEUG00000011335	NA
ENSSHAG00000000631	ENSMODG00000023889	ENSMEUG00000001476	NA
ENSSHAG00000000632	ENSMODG00000000975	ENSMEUG00000004908	NA
ENSSHAG00000000633	ENSMODG00000015843	ENSMEUG00000003597	NA
ENSSHAG00000000634	ENSMODG00000027608	ENSMEUG00000000912	Locus_771_Transcript_31/39_Confidence_0.078_Length_1204
ENSSHAG00000000636	ENSMODG00000016898	ENSMEUG00000001801	NA
ENSSHAG00000000637	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000000639	ENSMODG00000012442	ENSMEUG00000000816	NA
ENSSHAG00000000641	ENSMODG00000002093	ENSMEUG00000004539	Locus_27198_Transcript_2/3_Confidence_0.714_Length_2991
ENSSHAG00000000642	ENSMODG00000020842	NA	Locus_10826_Transcript_5/10_Confidence_0.143_Length_5189
ENSSHAG00000000643	ENSMODG00000000777	ENSMEUG00000008208	Locus_16048_Transcript_3/8_Confidence_0.444_Length_3404
ENSSHAG00000000644	ENSMODG00000023546	ENSMEUG00000012360	NA
ENSSHAG00000000645	ENSMODG00000019072	ENSMEUG00000012897	NA
ENSSHAG00000000648	ENSMODG00000018152	ENSMEUG00000012562	Locus_1974_Transcript_66/66_Confidence_0.040_Length_2061
ENSSHAG00000000650	ENSMODG00000002297	ENSMEUG00000007850	NA
ENSSHAG00000000651	ENSMODG00000017342	ENSMEUG00000004464	Locus_7532_Transcript_11/13_Confidence_0.467_Length_5839
ENSSHAG00000000652	ENSMODG00000014047	ENSMEUG00000012871	Locus_23901_Transcript_14/54_Confidence_0.180_Length_3327
ENSSHAG00000000653	ENSMODG00000023934	ENSMEUG00000005146	Locus_12915_Transcript_2/14_Confidence_0.750_Length_4560
ENSSHAG00000000656	ENSMODG00000001895	ENSMEUG00000004506	Locus_2280_Transcript_70/117_Confidence_0.039_Length_2505
ENSSHAG00000000657	ENSMODG00000010248	ENSMEUG00000002871	Locus_544_Transcript_11/83_Confidence_0.185_Length_5872
ENSSHAG00000000659	ENSMODG00000013030	ENSMEUG00000000363	Locus_9612_Transcript_10/15_Confidence_0.533_Length_4002
ENSSHAG00000000662	ENSMODG00000007963	ENSMEUG00000004085	Locus_123918_Transcript_9/36_Confidence_0.049_Length_3211
ENSSHAG00000000664	ENSMODG00000024245	ENSMEUG00000015393	NA
ENSSHAG00000000666	ENSMODG00000029013	NA	Locus_2761_Transcript_31/96_Confidence_0.027_Length_1166
ENSSHAG00000000668	ENSMODG00000010799	ENSMEUG00000014472	Locus_16420_Transcript_1/1_Confidence_0.000_Length_2225
ENSSHAG00000000669	ENSMODG00000006308	ENSMEUG00000005409	Locus_1224_Transcript_3/12_Confidence_0.583_Length_9064
ENSSHAG00000000670	ENSMODG00000000837	NA	Locus_5399_Transcript_11/27_Confidence_0.329_Length_5340
ENSSHAG00000000671	ENSMODG00000023150	ENSMEUG00000000138	Locus_1027_Transcript_11/57_Confidence_0.050_Length_4518
ENSSHAG00000000672	NA	ENSMEUG00000005657	Locus_14103_Transcript_6/22_Confidence_0.565_Length_2186
ENSSHAG00000000675	ENSMODG00000029513	ENSMEUG00000011276	Locus_29390_Transcript_1/1_Confidence_0.333_Length_3469
ENSSHAG00000000678	ENSMODG00000005203	NA	Locus_20390_Transcript_1/7_Confidence_0.222_Length_2100
ENSSHAG00000000679	ENSMODG00000020183	NA	Locus_34505_Transcript_1/3_Confidence_0.800_Length_3004
ENSSHAG00000000680	ENSMODG00000023253	NA	Locus_37259_Transcript_1/1_Confidence_0.000_Length_524
ENSSHAG00000000681	ENSMODG00000004127	NA	Locus_126193_Transcript_1/1_Confidence_0.000_Length_719
ENSSHAG00000000682	ENSMODG00000004657	NA	Locus_6515_Transcript_5/42_Confidence_0.348_Length_1989
ENSSHAG00000000683	ENSMODG00000019438	ENSMEUG00000002427	Locus_17372_Transcript_62/78_Confidence_0.100_Length_5349
ENSSHAG00000000685	ENSMODG00000016572	ENSMEUG00000010843	Locus_733_Transcript_20/26_Confidence_0.158_Length_2132
ENSSHAG00000000686	ENSMODG00000006181	ENSMEUG00000000313	Locus_1076_Transcript_37/179_Confidence_0.022_Length_2833
ENSSHAG00000000687	ENSMODG00000024457	NA	Locus_102438_Transcript_1/1_Confidence_0.000_Length_434
ENSSHAG00000000689	ENSMODG00000015238	ENSMEUG00000000749	Locus_14139_Transcript_10/25_Confidence_0.333_Length_4127
ENSSHAG00000000690	ENSMODG00000002237	ENSMEUG00000005041	NA
ENSSHAG00000000691	ENSMODG00000009389	ENSMEUG00000015761	NA
ENSSHAG00000000694	ENSMODG00000019288	ENSMEUG00000004288	Locus_10770_Transcript_7/20_Confidence_0.254_Length_1880
ENSSHAG00000000696	ENSMODG00000020182	ENSMEUG00000001544	NA
ENSSHAG00000000697	ENSMODG00000013355	ENSMEUG00000002133	Locus_59222_Transcript_3/3_Confidence_0.000_Length_1160
ENSSHAG00000000699	ENSMODG00000023221	ENSMEUG00000014512	Locus_7860_Transcript_17/22_Confidence_0.280_Length_4356
ENSSHAG00000000700	ENSMODG00000004515	ENSMEUG00000006355	Locus_1506_Transcript_16/24_Confidence_0.346_Length_2245
ENSSHAG00000000701	ENSMODG00000025283	ENSMEUG00000004599	NA
ENSSHAG00000000702	ENSMODG00000012880	ENSMEUG00000009216	NA
ENSSHAG00000000705	ENSMODG00000003243	ENSMEUG00000004707	NA
ENSSHAG00000000707	ENSMODG00000005237	ENSMEUG00000008400	Locus_3449_Transcript_12/14_Confidence_0.125_Length_6835
ENSSHAG00000000708	ENSMODG00000019229	ENSMEUG00000000768	Locus_1869_Transcript_11/37_Confidence_0.169_Length_5991
ENSSHAG00000000709	ENSMODG00000015940	ENSMEUG00000004558	Locus_43278_Transcript_5/5_Confidence_0.444_Length_4124
ENSSHAG00000000710	ENSMODG00000001883	ENSMEUG00000014369	NA
ENSSHAG00000000715	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000000720	ENSMODG00000019768	ENSMEUG00000009431	Locus_10546_Transcript_27/35_Confidence_0.302_Length_3391
ENSSHAG00000000721	ENSMODG00000015819	ENSMEUG00000002827	Locus_23428_Transcript_2/9_Confidence_0.688_Length_3658
ENSSHAG00000000722	ENSMODG00000006300	ENSMEUG00000011940	Locus_89449_Transcript_1/3_Confidence_0.400_Length_913
ENSSHAG00000000724	ENSMODG00000021535	ENSMEUG00000012693	Locus_1588_Transcript_12/38_Confidence_0.167_Length_2649
ENSSHAG00000000725	ENSMODG00000018481	ENSMEUG00000004142	Locus_88_Transcript_3653/16303_Confidence_0.000_Length_1572
ENSSHAG00000000726	ENSMODG00000005792	ENSMEUG00000012214	Locus_4299_Transcript_1/11_Confidence_0.092_Length_1722
ENSSHAG00000000727	ENSMODG00000002631	ENSMEUG00000010376	Locus_7217_Transcript_2/7_Confidence_0.429_Length_1640
ENSSHAG00000000730	ENSMODG00000011383	ENSMEUG00000000112	Locus_1213_Transcript_21/39_Confidence_0.121_Length_2609
ENSSHAG00000000731	ENSMODG00000013929	NA	Locus_6658_Transcript_3/7_Confidence_0.206_Length_606
ENSSHAG00000000732	ENSMODG00000002959	ENSMEUG00000003413	Locus_737_Transcript_1/1_Confidence_0.333_Length_3229
ENSSHAG00000000733	ENSMODG00000002133	NA	Locus_3440_Transcript_10/19_Confidence_0.333_Length_1112
ENSSHAG00000000735	NA	ENSMEUG00000012153	Locus_13732_Transcript_11/35_Confidence_0.784_Length_4368
ENSSHAG00000000736	ENSMODG00000000188	ENSMEUG00000010909	Locus_14392_Transcript_28/46_Confidence_0.319_Length_3863
ENSSHAG00000000738	ENSMODG00000027711	ENSMEUG00000007240	NA
ENSSHAG00000000739	ENSMODG00000014968	ENSMEUG00000014623	NA
ENSSHAG00000000740	ENSMODG00000025252	ENSMEUG00000012843	NA
ENSSHAG00000000744	ENSMODG00000002593	ENSMEUG00000013258	Locus_3552_Transcript_10/13_Confidence_0.636_Length_3481
ENSSHAG00000000746	ENSMODG00000009775	NA	Locus_124351_Transcript_16/22_Confidence_0.412_Length_1679
ENSSHAG00000000747	ENSMODG00000024205	ENSMEUG00000004483	NA
ENSSHAG00000000750	NA	ENSMEUG00000009745	Locus_567_Transcript_84/91_Confidence_0.034_Length_3988
ENSSHAG00000000751	ENSMODG00000009845	ENSMEUG00000001404	Locus_12659_Transcript_29/33_Confidence_0.265_Length_5194
ENSSHAG00000000752	ENSMODG00000010315	ENSMEUG00000004744	Locus_962_Transcript_15/91_Confidence_0.149_Length_5340
ENSSHAG00000000753	ENSMODG00000018436	ENSMEUG00000009193	Locus_36999_Transcript_16/28_Confidence_0.196_Length_4153
ENSSHAG00000000754	ENSMODG00000005708	ENSMEUG00000001946	Locus_3927_Transcript_97/109_Confidence_0.280_Length_2651
ENSSHAG00000000756	ENSMODG00000002309	ENSMEUG00000003286	Locus_47649_Transcript_15/22_Confidence_0.450_Length_3549
ENSSHAG00000000758	ENSMODG00000008475	ENSMEUG00000010532	Locus_15150_Transcript_11/17_Confidence_0.577_Length_6989
ENSSHAG00000000759	ENSMODG00000019999	ENSMEUG00000001532	NA
ENSSHAG00000000760	ENSMODG00000015183	ENSMEUG00000007705	Locus_22719_Transcript_6/13_Confidence_0.240_Length_1608
ENSSHAG00000000762	ENSMODG00000013128	ENSMEUG00000014664	Locus_4244_Transcript_10/32_Confidence_0.271_Length_7242
ENSSHAG00000000763	ENSMODG00000025647	NA	Locus_5489_Transcript_36/41_Confidence_0.127_Length_2978
ENSSHAG00000000764	ENSMODG00000014517	ENSMEUG00000010583	Locus_3740_Transcript_12/32_Confidence_0.169_Length_2878
