gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000011361	1	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]	1	0
ENSSHAG00000014133	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMF7]	0	1
ENSSHAG00000013050	1	proline rich 21 [Source:HGNC Symbol;Acc:HGNC:33866]	0	1
ENSSHAG00000018130	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X138]	0	1
ENSSHAG00000013058	2	WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]	1	1
ENSSHAG00000012699	1	chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]	0	1
ENSSHAG00000012695	1	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]	1	0
ENSSHAG00000012693	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHH1]	1	0
ENSSHAG00000012692	1	ladybird homeobox 1 [Source:HGNC Symbol;Acc:HGNC:16960]	0	1
ENSSHAG00000008264	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W297]	1	1
ENSSHAG00000006816	1	RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]	1	0
ENSSHAG00000006817	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXF0]	1	1
ENSSHAG00000016976	1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	0	1
ENSSHAG00000016972	1	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]	0	1
ENSSHAG00000016971	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WX51]	1	0
ENSSHAG00000010563	1	Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:HGNC:30633]	1	0
ENSSHAG00000015584	1	MORN repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30166]	0	1
ENSSHAG00000015479	1	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]	0	1
ENSSHAG00000004095	1	tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:HGNC:19297]	0	1
ENSSHAG00000004092	1	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	1	0
ENSSHAG00000012273	1	CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]	0	1
ENSSHAG00000004543	1	sulfotransferase family 4A, member 1 [Source:HGNC Symbol;Acc:HGNC:14903]	1	0
ENSSHAG00000004236	1	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]	1	0
ENSSHAG00000015908	1	olfactory receptor, family 2, subfamily C, member 1 [Source:HGNC Symbol;Acc:HGNC:8242]	1	0
ENSSHAG00000012585	2	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:HGNC:11743]	1	1
ENSSHAG00000015902	2	ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]	1	1
ENSSHAG00000015900	1	histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]	1	0
ENSSHAG00000015273	1	dynein, cytoplasmic 1, intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	1	0
ENSSHAG00000009327	1	zona pellucida glycoprotein 1 (sperm receptor) [Source:HGNC Symbol;Acc:HGNC:13187]	1	0
ENSSHAG00000009325	1	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	0	1
ENSSHAG00000016800	2	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	1	1
ENSSHAG00000016801	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWI8]	1	0
ENSSHAG00000009222	2	growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]	1	1
ENSSHAG00000016809	1	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	1	0
ENSSHAG00000015290	1	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	1	0
ENSSHAG00000015614	1	T-cell acute lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:11557]	1	0
ENSSHAG00000006961	1	inositol polyphosphate-5-phosphatase, 72 kDa [Source:HGNC Symbol;Acc:HGNC:21474]	0	1
ENSSHAG00000011108	1	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	0	1
ENSSHAG00000006963	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXX3]	1	0
ENSSHAG00000008867	1	axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]	1	0
ENSSHAG00000005546	1	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	0	1
ENSSHAG00000005544	2		1	1
ENSSHAG00000011102	1	GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]	1	0
ENSSHAG00000005234	1	tuberous sclerosis 1 [Source:HGNC Symbol;Acc:HGNC:12362]	0	1
ENSSHAG00000005237	1	solute carrier family 22 (organic anion/urate transporter), member 12 [Source:HGNC Symbol;Acc:HGNC:17989]	1	0
ENSSHAG00000011101	2	FAD-dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]	1	1
ENSSHAG00000007967	1	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	0	1
ENSSHAG00000002499	1	protease, serine, 35 [Source:HGNC Symbol;Acc:HGNC:21387]	0	1
ENSSHAG00000007964	1	F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]	0	1
ENSSHAG00000007963	2	serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]	1	1
ENSSHAG00000007961	1	potassium voltage-gated channel, shaker-related subfamily, member 4 [Source:HGNC Symbol;Acc:HGNC:6222]	0	1
ENSSHAG00000008881	1	coagulation factor V (proaccelerin, labile factor) [Source:HGNC Symbol;Acc:HGNC:3542]	1	0
ENSSHAG00000015125	1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	0	1
ENSSHAG00000015127	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQW2]	0	1
ENSSHAG00000018402	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X226]	1	0
ENSSHAG00000000552	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBR6]	0	1
ENSSHAG00000004435	2		1	1
ENSSHAG00000015052	1	protein kinase C, iota [Source:HGNC Symbol;Acc:HGNC:9404]	1	0
ENSSHAG00000015721	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSW2]	1	0
ENSSHAG00000015055	1	inositol polyphosphate-4-phosphatase, type II, 105kDa [Source:HGNC Symbol;Acc:HGNC:6075]	1	0
ENSSHAG00000005123	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRR7]	0	1
ENSSHAG00000005122	2	T-box 10 [Source:HGNC Symbol;Acc:HGNC:11593]	1	1
ENSSHAG00000011612	2	stimulated by retinoic acid 6 [Source:HGNC Symbol;Acc:HGNC:30650]	1	1
ENSSHAG00000011613	1	HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]	0	1
ENSSHAG00000010749	1	DENN/MADD domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]	0	1
ENSSHAG00000005437	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VSU1]	0	1
ENSSHAG00000011618	1	interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]	0	1
ENSSHAG00000011619	1	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:HGNC Symbol;Acc:HGNC:1980]	0	1
ENSSHAG00000009136	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W580]	0	1
ENSSHAG00000010746	1	chromosome 1 open reading frame 146 [Source:HGNC Symbol;Acc:HGNC:24032]	1	0
ENSSHAG00000003877	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VMJ9]	1	0
ENSSHAG00000014059	1	transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]	0	1
ENSSHAG00000011577	1	hemoglobin, zeta [Source:HGNC Symbol;Acc:HGNC:4835]	0	1
ENSSHAG00000003879	2	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	1	1
ENSSHAG00000018243	1	hephaestin-like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	0	1
ENSSHAG00000007279	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VYZ3]	1	0
ENSSHAG00000007604	1	transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]	0	1
ENSSHAG00000003530	1	eukaryotic translation initiation factor 4 gamma, 2 [Source:HGNC Symbol;Acc:HGNC:3297]	1	0
ENSSHAG00000002488	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VI06]	0	1
ENSSHAG00000003531	2	zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]	1	1
ENSSHAG00000011779	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEB8]	1	0
ENSSHAG00000006020	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUS3]	1	1
ENSSHAG00000011808	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEF3]	0	1
ENSSHAG00000011775	2	protein phosphatase 2, regulatory subunit B', delta [Source:HGNC Symbol;Acc:HGNC:9312]	1	1
ENSSHAG00000017438	2	CUGBP, Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]	1	1
ENSSHAG00000012903	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WI67]	1	0
ENSSHAG00000010351	1	ADP-ribosylation factor-like 14 effector protein [Source:HGNC Symbol;Acc:HGNC:26798]	0	1
ENSSHAG00000017435	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WYQ5]	1	1
ENSSHAG00000009917	2	spectrin, alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]	1	1
ENSSHAG00000006159	1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]	1	0
ENSSHAG00000014188	1	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]	1	0
ENSSHAG00000014187	2		1	1
ENSSHAG00000014182	1	tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]	1	0
ENSSHAG00000018556	1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:4199]	1	0
ENSSHAG00000014459	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNK3]	1	0
ENSSHAG00000004903	1	pleckstrin homology domain containing, family G (with RhoGef domain) member 5 [Source:HGNC Symbol;Acc:HGNC:29105]	0	1
ENSSHAG00000006773	1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O [Source:HGNC Symbol;Acc:HGNC:4389]	1	0
ENSSHAG00000015800	1	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]	0	1
ENSSHAG00000008467	1	breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:HGNC:975]	0	1
ENSSHAG00000007689	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W0C6]	0	1
ENSSHAG00000006779	1	nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]	0	1
ENSSHAG00000015806	2	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]	1	1
ENSSHAG00000003273	1	calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1449]	0	1
ENSSHAG00000014307	1	ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]	0	1
ENSSHAG00000007779	1	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]	1	0
ENSSHAG00000011595	2	glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]	1	1
ENSSHAG00000006378	1	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]	0	1
ENSSHAG00000006374	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVX5]	1	0
ENSSHAG00000007777	1	angiotensin II receptor, type 1 [Source:HGNC Symbol;Acc:HGNC:336]	0	1
ENSSHAG00000014237	1	methyltransferase like 14 [Source:HGNC Symbol;Acc:HGNC:29330]	1	0
ENSSHAG00000006485	2	protein phosphatase 1, regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]	1	1
ENSSHAG00000011253	1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]	0	1
ENSSHAG00000010224	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W911]	0	1
ENSSHAG00000010225	2	leucine rich repeat and fibronectin type III domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28370]	1	1
ENSSHAG00000012875	1	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]	0	1
ENSSHAG00000015731	1	DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:HGNC Symbol;Acc:HGNC:30343]	1	0
ENSSHAG00000002907	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJE8]	1	1
ENSSHAG00000016589	1	phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]	0	1
ENSSHAG00000002905	1	dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:HGNC:24547]	0	1
ENSSHAG00000016586	1	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]	0	1
ENSSHAG00000016585	1	meiosis 1 associated protein [Source:HGNC Symbol;Acc:HGNC:25183]	0	1
ENSSHAG00000002909	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJF1]	1	0
ENSSHAG00000003457	1	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	1	0
ENSSHAG00000003455	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VL68]	0	1
ENSSHAG00000003454	1	solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10940]	0	1
ENSSHAG00000015732	2	G protein-coupled receptor 125 [Source:HGNC Symbol;Acc:HGNC:13839]	1	1
ENSSHAG00000017291	2	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	1	1
ENSSHAG00000008799	1	interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]	1	0
ENSSHAG00000003696	1	cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:HGNC:33238]	1	0
ENSSHAG00000003053	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJW9]	0	1
ENSSHAG00000015736	2	phospholipase C, delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]	1	1
ENSSHAG00000014527	1	purinergic receptor P2X, ligand-gated ion channel, 3 [Source:HGNC Symbol;Acc:HGNC:8534]	0	1
ENSSHAG00000014526	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNT6]	1	0
ENSSHAG00000017614	1	like-glycosyltransferase [Source:HGNC Symbol;Acc:HGNC:6511]	0	1
ENSSHAG00000017616	1	zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]	0	1
ENSSHAG00000018485	2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]	1	1
ENSSHAG00000017619	2	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]	1	1
ENSSHAG00000013334	1	lactamase, beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]	1	0
ENSSHAG00000016747	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWC1]	0	1
ENSSHAG00000008088	1	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3538]	1	0
ENSSHAG00000008085	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1P2]	1	0
ENSSHAG00000008804	1	zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]	1	0
ENSSHAG00000007225	1	interleukin 20 receptor beta [Source:HGNC Symbol;Acc:HGNC:6004]	0	1
ENSSHAG00000005295	1	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]	1	0
ENSSHAG00000005526	1	DAZ interacting zinc finger protein 1-like [Source:HGNC Symbol;Acc:HGNC:26551]	0	1
ENSSHAG00000011402	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WD31]	0	1
ENSSHAG00000007351	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZ82]	1	0
ENSSHAG00000007352	2	dihydropyrimidinase-like 4 [Source:HGNC Symbol;Acc:HGNC:3016]	1	1
ENSSHAG00000007427	1	chromosome 18 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40037]	0	1
ENSSHAG00000017980	1	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]	0	1
ENSSHAG00000017981	1	interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]	1	0
ENSSHAG00000001435	1	EWS RNA-binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]	0	1
ENSSHAG00000017983	2	5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]	1	1
ENSSHAG00000017769	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZU7]	1	0
ENSSHAG00000001927	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VG61]	0	1
ENSSHAG00000013424	1	ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]	1	0
ENSSHAG00000013429	1	protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:HGNC:9283]	1	0
ENSSHAG00000012115	1	potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753]	1	0
ENSSHAG00000017963	1	proline/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	1	0
ENSSHAG00000015866	1	olfactory receptor, family 52, subfamily E, member 4 [Source:HGNC Symbol;Acc:HGNC:15213]	0	1
ENSSHAG00000015860	1	dopey family member 1 [Source:HGNC Symbol;Acc:HGNC:21194]	0	1
ENSSHAG00000005117	2	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	1	1
ENSSHAG00000013106	1	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]	1	0
ENSSHAG00000001214	1	cyclin-dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	1	0
ENSSHAG00000011373	1	retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835]	0	1
ENSSHAG00000016560	2	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:HGNC Symbol;Acc:HGNC:12822]	1	1
ENSSHAG00000013042	1	thromboxane A synthase 1 (platelet) [Source:HGNC Symbol;Acc:HGNC:11609]	1	0
ENSSHAG00000013511	1	DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]	1	0
ENSSHAG00000016569	1	collectin sub-family member 10 (C-type lectin) [Source:HGNC Symbol;Acc:HGNC:2220]	1	0
ENSSHAG00000000692	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VC71]	1	1
ENSSHAG00000012062	2	ENTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26352]	1	1
ENSSHAG00000012063	2	phospholipase C, eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	1	1
ENSSHAG00000016365	1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:HGNC Symbol;Acc:HGNC:7137]	1	0
ENSSHAG00000001690	2	tumor necrosis factor, alpha-induced protein 8-like 1 [Source:HGNC Symbol;Acc:HGNC:28279]	1	1
ENSSHAG00000016362	1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	1	0
ENSSHAG00000001695	1	family with sequence similarity 13, member A [Source:HGNC Symbol;Acc:HGNC:19367]	0	1
ENSSHAG00000009683	1	transmembrane and tetratricopeptide repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26899]	0	1
ENSSHAG00000009689	1	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	1	0
ENSSHAG00000016369	1	ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]	0	1
ENSSHAG00000006803	1	ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:HGNC:29228]	0	1
ENSSHAG00000003154	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VK86]	1	0
ENSSHAG00000016966	1	protocadherin-related 15 [Source:HGNC Symbol;Acc:HGNC:14674]	0	1
ENSSHAG00000008254	2	ATPase, H+/K+ exchanging, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:819]	1	1
ENSSHAG00000006808	1	EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]	1	0
ENSSHAG00000010513	2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]	1	1
ENSSHAG00000010511	1	poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]	1	0
ENSSHAG00000015594	1	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]	0	1
ENSSHAG00000015597	1	dynein, axonemal, light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]	0	1
ENSSHAG00000015596	1	peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]	1	0
ENSSHAG00000012649	1	vacuolar protein sorting 13 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23594]	0	1
ENSSHAG00000015461	1	otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]	0	1
ENSSHAG00000015466	1	solute carrier family 25 (aspartate/glutamate carrier), member 12 [Source:HGNC Symbol;Acc:HGNC:10982]	1	0
ENSSHAG00000012241	1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:HGNC Symbol;Acc:HGNC:811]	0	1
ENSSHAG00000012243	1	HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]	1	0
ENSSHAG00000016810	1	pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]	1	0
ENSSHAG00000010428	1	coiled-coil domain containing 94 [Source:HGNC Symbol;Acc:HGNC:25518]	1	0
ENSSHAG00000009236	1	chemokine (C-C motif) ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	1	0
ENSSHAG00000009231	1	eukaryotic translation initiation factor 3, subunit G [Source:HGNC Symbol;Acc:HGNC:3274]	0	1
ENSSHAG00000016814	1		1	0
ENSSHAG00000016817	1	HMG box domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]	1	0
ENSSHAG00000009232	1	leucine-rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:HGNC:28318]	1	0
ENSSHAG00000018251	1	coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]	0	1
ENSSHAG00000006333	2	ATP-binding cassette, sub-family F (GCN20), member 1 [Source:HGNC Symbol;Acc:HGNC:70]	1	1
ENSSHAG00000010424	1	ADAM metallopeptidase with thrombospondin type 1 motif, 8 [Source:HGNC Symbol;Acc:HGNC:224]	1	0
ENSSHAG00000015280	1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	0	1
ENSSHAG00000015288	1	Kruppel-like factor 1 (erythroid) [Source:HGNC Symbol;Acc:HGNC:6345]	1	0
ENSSHAG00000015605	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSH9]	0	1
ENSSHAG00000006336	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVT3]	0	1
ENSSHAG00000015600	1	transmembrane protein 194B [Source:HGNC Symbol;Acc:HGNC:33700]	1	0
ENSSHAG00000017171	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXT8]	1	0
ENSSHAG00000008328	1	melanoma inhibitory activity family, member 3 [Source:HGNC Symbol;Acc:HGNC:24008]	1	0
ENSSHAG00000004332	1	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]	1	0
ENSSHAG00000005204	1	proline-rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]	1	0
ENSSHAG00000008325	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2G6]	1	0
ENSSHAG00000005206	1	mannose-6-phosphate receptor (cation dependent) [Source:HGNC Symbol;Acc:HGNC:6752]	0	1
ENSSHAG00000007136	2	janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]	1	1
ENSSHAG00000008277	1	dihydropyrimidinase-like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	0	1
ENSSHAG00000005594	2	kallikrein B, plasma (Fletcher factor) 1 [Source:HGNC Symbol;Acc:HGNC:6371]	1	1
ENSSHAG00000015138	1	transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436]	1	0
ENSSHAG00000005675	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTL6]	0	1
ENSSHAG00000005593	1	glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]	1	0
ENSSHAG00000005843	1	chromosome 6 open reading frame 183 [Source:HGNC Symbol;Acc:HGNC:21562]	0	1
ENSSHAG00000015130	1	chromosome 7 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:22421]	1	0
ENSSHAG00000015134	1	fibronectin type III and SPRY domain containing 1-like [Source:HGNC Symbol;Acc:HGNC:13753]	1	0
ENSSHAG00000015047	2	cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]	1	1
ENSSHAG00000005681	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTM2]	1	0
ENSSHAG00000018524	2	family with sequence similarity 102, member A [Source:HGNC Symbol;Acc:HGNC:31419]	1	1
ENSSHAG00000005933	1	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]	1	0
ENSSHAG00000015040	1	inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]	1	0
ENSSHAG00000005939	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUI0]	0	1
ENSSHAG00000005111	1	HIG1 hypoxia inducible domain family, member 1A [Source:HGNC Symbol;Acc:HGNC:29527]	1	0
ENSSHAG00000011603	1	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	0	1
ENSSHAG00000011607	1	microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]	0	1
ENSSHAG00000005441	2	ganglioside induced differentiation associated protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	1	1
