ensembl_gene_id,likelihood,p0,f0,p1,f1,p2,f2,p3,f3,pval,p2a_2b,ID
ENSSHAG00000001642,-8964.236466,0.98252,0.00609,0,1,0.01748,847.96791,0,847.96791,8.16167608889598e-30,0.01748,sig_wg
ENSSHAG00000001653,-5119.389378,0.99,0.0185,0,1,0.01,447.80831,0,447.80831,0.00271662214625282,0.01,sig_wg
ENSSHAG00000001680,-3258.44215,0.59767,0.06421,0.33892,1,0.04046,462.08446,0.02294,462.08446,1.56339143516517e-07,0.0634,sig_wg
ENSSHAG00000001709,-2170.837055,0.94667,0.02667,0,1,0.05333,560.11158,0,560.11158,0.000520578439523938,0.05333,sig_wg
ENSSHAG00000001710,-7255.073019,0.6804,0.02635,0.06307,1,0.23476,145.44902,0.02176,145.44902,1.12360139088849e-28,0.25652,sig_wg
ENSSHAG00000001712,-4947.485213,0.98585,0.01994,0,1,0.01415,122.56407,0,122.56407,5.57042765910107e-10,0.01415,sig_wg
ENSSHAG00000001713,-4581.567378,0.96382,0.02823,0.02544,1,0.01046,46.77004,0.00028,46.77004,0.00112791895590639,0.01074,sig_wg
ENSSHAG00000001714,-2972.414691,0.85228,0,0.09538,1,0.04707,915.40749,0.00527,915.40749,1.5834905113063e-12,0.05234,sig_wg
ENSSHAG00000001733,-4837.299909,0.83601,0.13175,0,1,0.16399,781.43791,0,781.43791,1.01987322057503e-30,0.16399,sig_wg
ENSSHAG00000001744,-3372.636936,0.98491,0.01088,0.00678,1,0.00826,998.99953,6e-05,998.99953,0.00167247744513608,0.00832,sig_wg
ENSSHAG00000001746,-8992.939743,0.75104,0.05909,0.23519,1,0.01049,23.75605,0.00328,23.75605,0.0182972006950752,0.01377,sig_wg
ENSSHAG00000001758,-2385.962522,0.90052,0.02221,0.09948,1,0,1,0,1,0.00325001150258786,0,sig_wg
ENSSHAG00000001759,-4702.370944,0.44255,0.05841,0.32677,1,0.13269,3.6975,0.09798,3.6975,0.0298315723659406,0.23067,sig_wg
ENSSHAG00000001769,-4805.184236,0.70798,0.04933,0.09071,1,0.17844,492.25273,0.02286,492.25273,1.0149932030844e-35,0.2013,sig_wg
ENSSHAG00000001770,-2355.983896,0.77547,0.06867,0,1,0.22453,296.44974,0,296.44974,9.03175020448402e-09,0.22453,sig_wg
ENSSHAG00000001776,-2773.887219,0.98114,0.02573,0.01829,1,0.00056,1,1e-05,1,0.0283330007287906,0.00057,sig_wg
ENSSHAG00000001793,-2050.277503,0.90879,0.01056,0,1,0.09121,115.93014,0,115.93014,2.02538972858635e-11,0.09121,sig_wg
ENSSHAG00000001796,-4092.153632,0.99665,0.0151,0,1,0.00335,139.42457,0,139.42457,0.00250399229512127,0.00335,sig_wg
ENSSHAG00000001797,-7869.501741,0.61433,0.03159,0.2734,1,0.0777,92.78013,0.03458,92.78013,5.87596152773091e-07,0.11228,sig_wg
ENSSHAG00000001805,-4259.551934,0.67909,0.13225,0.29618,1,0.01722,148.07586,0.00751,148.07586,1.11092016463406e-09,0.02473,sig_wg
ENSSHAG00000001813,-3687.895711,0.87479,0.07052,0.11552,1,0.00856,305.20933,0.00113,305.20933,6.63228129003926e-08,0.00969,sig_wg
ENSSHAG00000001815,-3165.072712,0.62376,0.04857,0.33732,1,0.02526,78.36894,0.01366,78.36894,9.74364446534278e-06,0.03892,sig_wg
ENSSHAG00000001820,-2177.091313,0.96862,0.09663,0,1,0.03138,551.64443,0,551.64443,1.08854764830806e-06,0.03138,sig_wg
ENSSHAG00000001821,-2274.206637,0.96001,0,0,1,0.03999,59.38829,0,59.38829,1.23825326599755e-07,0.03999,sig_wg
ENSSHAG00000001827,-1549.217328,0.84909,0.07505,0.08089,1,0.06394,999,0.00609,999,6.19203370969316e-14,0.07003,sig_wg
ENSSHAG00000001836,-1855.09798,0.98126,0.14041,0,1,0.01874,999,0,999,2.49524319177656e-08,0.01874,sig_wg
ENSSHAG00000001851,-3006.284629,0.70139,0.08189,0.26751,1,0.02252,999,0.00859,999,4.54829569862456e-06,0.03111,sig_wg
ENSSHAG00000001852,-5590.359307,0.88121,0.01962,0.08355,1,0.03218,177.85068,0.00305,177.85068,8.23247382563093e-14,0.03523,sig_wg
ENSSHAG00000001872,-3839.529713,0.96207,0.32716,0,1,0.03793,999,0,999,0.0266636405651085,0.03793,sig_wg
ENSSHAG00000001873,-5548.150047,0.48773,0.03672,0.47928,1,0.01664,67.06991,0.01635,67.06991,5.51032084409963e-05,0.03299,sig_wg
ENSSHAG00000001883,-2414.847954,0.79046,0.01487,0.20212,1,0.00591,597.3986,0.00151,597.3986,0.0192155721494937,0.00742,sig_wg
ENSSHAG00000001904,-6474.467046,0.60995,0.02911,0.33124,1,0.03811,14.6408,0.02069,14.6408,0.00468351503766317,0.0588,sig_wg
ENSSHAG00000001907,-3021.123124,0.97429,0.00681,0,1,0.02571,67.46652,0,67.46652,0.00259534868359839,0.02571,sig_wg
ENSSHAG00000001922,-7036.719772,0.7157,0.15415,0.14849,1,0.11248,942.04417,0.02334,942.04417,8.63672368863013e-37,0.13582,sig_wg
ENSSHAG00000001924,-2681.300878,0.97285,0.04465,0,1,0.02715,573.98804,0,573.98804,1.08930684756211e-07,0.02715,sig_wg
ENSSHAG00000001928,-3505.893882,0.90278,0,0.06695,1,0.02818,17.83379,0.00209,17.83379,3.67426761992955e-06,0.03027,sig_wg
ENSSHAG00000001932,-1919.200717,0.4943,0,0.45856,1,0.02445,90.09404,0.02269,90.09404,4.9410937140584e-08,0.04714,sig_wg
ENSSHAG00000001935,-4834.342234,0.59275,0.17005,0.36449,1,0.02648,41.72329,0.01628,41.72329,3.21487836113118e-06,0.04276,sig_wg
ENSSHAG00000001943,-3813.62788,0.90327,0.054,0.08073,1,0.01468,374.35278,0.00131,374.35278,3.70642168264228e-11,0.01599,sig_wg
ENSSHAG00000001950,-4207.470818,0.99585,0.02315,0,1,0.00415,999,0,999,0.00482605102856227,0.00415,sig_wg
ENSSHAG00000001955,-5289.132038,0.63895,0.05625,0.3259,1,0.02328,999,0.01187,999,1.51039863203054e-08,0.03515,sig_wg
ENSSHAG00000001962,-2141.965654,0.84329,0.01649,0.02649,1,0.12625,641.81952,0.00397,641.81952,4.19095129710362e-11,0.13022,sig_wg
ENSSHAG00000001971,-13990.074136,0.85527,0.01945,0.06656,1,0.07252,748.11522,0.00564,748.11522,1.7950147717844e-61,0.07816,sig_wg
ENSSHAG00000001984,-2454.785163,0.78457,0.1513,0.06601,1,0.13782,5.20507,0.0116,5.20507,0.0114072292607734,0.14942,sig_wg
ENSSHAG00000001994,-3115.817718,0.90329,0,0.03481,1,0.05959,795.30979,0.0023,795.30979,2.59638127913586e-29,0.06189,sig_wg
ENSSHAG00000001998,-5771.399109,0.79105,0.06036,0.09399,1,0.10276,461.65032,0.01221,461.65032,4.51721810823103e-20,0.11497,sig_wg
ENSSHAG00000002018,-1896.807895,0.74613,0.00735,0.17595,1,0.06305,68.83571,0.01487,68.83571,4.45666233845966e-06,0.07792,sig_wg
ENSSHAG00000002021,-2941.639486,0.71405,0.02753,0.20435,1,0.06344,998.93062,0.01816,998.93062,1.07437786140814e-10,0.0816,sig_wg
ENSSHAG00000002033,-11316.739827,0.96061,0.02411,0.0107,1,0.02838,999,0.00032,999,4.82447353820726e-25,0.0287,sig_wg
ENSSHAG00000002035,-10335.836787,0.94938,0.01804,0.04349,1,0.00682,349.35962,0.00031,349.35962,2.19514409641205e-06,0.00713,sig_wg
ENSSHAG00000002057,-6662.314452,0.72724,0.03319,0.15309,1,0.09886,510.49218,0.02081,510.49218,5.40915848380953e-11,0.11967,sig_wg
ENSSHAG00000002066,-5064.946178,0.55298,0.08192,0.20869,1,0.17303,1,0.0653,1,0.0348463155021536,0.23833,sig_wg
ENSSHAG00000002071,-3421.517711,0.77297,0.0461,0.16807,1,0.04843,577.21996,0.01053,577.21996,0.00053721051483113,0.05896,sig_wg
ENSSHAG00000002075,-2535.763563,0.76178,0.03247,0.12684,1,0.09549,544.62813,0.0159,544.62813,1.13786439612232e-05,0.11139,sig_wg
ENSSHAG00000002082,-6569.978553,0.83002,0.11811,0.13629,1,0.02894,998.98438,0.00475,998.98438,1.86341851027607e-10,0.03369,sig_wg
ENSSHAG00000002102,-2193.265421,0.78747,0.00417,0.20374,1,0.00698,286.8056,0.00181,286.8056,0.00626560133888075,0.00879,sig_wg
ENSSHAG00000002109,-5497.228056,0.85281,0.04226,0.10048,1,0.04179,162.13247,0.00492,162.13247,1.43115788383862e-27,0.04671,sig_wg
ENSSHAG00000002115,-4967.746406,0.61888,0,0.36665,1,0.00909,580.36129,0.00538,580.36129,1.86379383326344e-05,0.01447,sig_wg
ENSSHAG00000002117,-2053.422851,0.8068,0.05973,0,1,0.1932,390.47063,0,390.47063,2.59459356300482e-13,0.1932,sig_wg
ENSSHAG00000002120,-4299.73694,0.77062,0.04972,0.21679,1,0.00983,337.09891,0.00276,337.09891,3.6817206926592e-05,0.01259,sig_wg
ENSSHAG00000002121,-6672.077732,0.97026,0.00609,0.01998,1,0.00956,998.99966,2e-04,998.99966,5.04178405206976e-12,0.00976,sig_wg
ENSSHAG00000002125,-1727.814165,0.86128,0,0.0885,1,0.04554,998.98863,0.00468,998.98863,2.31637520247142e-11,0.05022,sig_wg
ENSSHAG00000002127,-3541.182798,0.64266,0.0074,0.23518,1,0.08943,9.3218,0.03273,9.3218,1.63180537787342e-06,0.12216,sig_wg
ENSSHAG00000002136,-5183.190279,0.89294,0.01843,0.0037,1,0.10294,746.97723,0.00043,746.97723,3.22638482647346e-15,0.10337,sig_wg
ENSSHAG00000002142,-1498.43335,0.76856,0.03836,0.056,1,0.16353,796.64742,0.01191,796.64742,9.87402398524085e-15,0.17544,sig_wg
ENSSHAG00000002144,-6883.769873,0.88242,0.01934,0.10918,1,0.00748,56.68096,0.00093,56.68096,0.0132975147088336,0.00841,sig_wg
ENSSHAG00000002151,-1584.365934,0.83264,0.02233,0.10086,1,0.05932,999,0.00719,999,0.000137930166178057,0.06651,sig_wg
ENSSHAG00000002162,-4331.396796,0.88924,0.0791,0.10509,1,0.00507,307.91562,6e-04,307.91562,0.0259689056481342,0.00567,sig_wg
ENSSHAG00000002169,-6222.453438,0.71071,0.01536,0,1,0.28929,5.71783,0,5.71783,9.22448989304834e-09,0.28929,sig_wg
ENSSHAG00000002172,-2889.311318,0.54698,0.14255,0.38735,1,0.03845,29.31578,0.02723,29.31578,0.000268136623016599,0.06568,sig_wg
ENSSHAG00000002178,-4924.045334,0.66824,0.05215,0.25599,1,0.05479,188.84647,0.02099,188.84647,2.3699262086366e-05,0.07578,sig_wg
ENSSHAG00000002182,-5535.415711,0.62939,0.02435,0.34964,1,0.01348,998.99551,0.00749,998.99551,2.02415977210972e-06,0.02097,sig_wg
ENSSHAG00000002208,-2448.634796,0.75838,0.03991,0.19066,1,0.04072,999,0.01024,999,2.65621951581519e-05,0.05096,sig_wg
ENSSHAG00000002222,-5957.99068,0.64389,0.02011,0.34632,1,0.00636,597.29839,0.00342,597.29839,0.0214091655895577,0.00978,sig_wg
ENSSHAG00000002225,-2932.939787,0.5793,0.04576,0.31345,1,0.06959,132.95604,0.03765,132.95604,1.34685349814023e-05,0.10724,sig_wg
ENSSHAG00000002239,-3820.705417,0.76902,0.03286,0.20212,1,0.02286,998.98549,0.00601,998.98549,0.000231158062677597,0.02887,sig_wg
ENSSHAG00000002263,-3338.935823,0.99436,0.03861,0,1,0.00564,859.79499,0,859.79499,4.38744441031166e-06,0.00564,sig_wg
ENSSHAG00000002281,-6479.759949,0.79954,0.08483,0.18041,1,0.01636,999,0.00369,999,0.0115298520859044,0.02005,sig_wg
ENSSHAG00000002282,-14748.072962,0.76584,0.03509,0.20934,1,0.0195,999,0.00533,999,3.065101865742e-28,0.02483,sig_wg
ENSSHAG00000002284,-2561.976242,0.51252,0.12553,0.39145,1,0.05445,999,0.04159,999,0.000141458843743358,0.09604,sig_wg
ENSSHAG00000002286,-2762.838553,0.83366,0.06858,0.10081,1,0.05846,905.20957,0.00707,905.20957,6.73863261309734e-19,0.06553,sig_wg
ENSSHAG00000002290,-3653.238157,0.66623,0.03649,0.32124,1,0.00846,36.85778,0.00408,36.85778,0.00103853090102444,0.01254,sig_wg
ENSSHAG00000002291,-3746.526797,0.96322,0.0371,0.02835,1,0.00819,39.70921,0.00024,39.70921,0.000906909018858916,0.00843,sig_wg
ENSSHAG00000002292,-2383.290362,0.54827,0,0.38209,1,0.04104,42.53709,0.0286,42.53709,2.01907374199317e-07,0.06964,sig_wg
ENSSHAG00000002298,-20590.519803,0.84752,0.04542,0.11722,1,0.03098,40.25044,0.00428,40.25044,6.13233233527468e-32,0.03526,sig_wg
ENSSHAG00000002301,-3981.544924,0.30556,0.04963,0.54617,1,0.05319,998.74723,0.09508,998.74723,0.00660505712067211,0.14827,sig_wg
ENSSHAG00000002329,-8826.692412,0.86822,0.01543,0.06445,1,0.06268,256.70088,0.00465,256.70088,6.39323127320313e-28,0.06733,sig_wg
ENSSHAG00000002331,-4696.528646,0.83984,0.02869,0.11406,1,0.04059,162.75527,0.00551,162.75527,1.21326859421598e-12,0.0461,sig_wg
ENSSHAG00000002340,-4021.361767,0.54677,0,0.37752,1,0.04478,100.43294,0.03092,100.43294,1.37875390765866e-06,0.0757,sig_wg
ENSSHAG00000002342,-3659.53421,0.82118,0.05765,0.17204,1,0.00561,189.48931,0.00117,189.48931,0.0105879071271524,0.00678,sig_wg
ENSSHAG00000002358,-6438.621535,0.43618,0.10862,0.44718,1,0.05759,30.88708,0.05905,30.88708,6.1941772181385e-09,0.11664,sig_wg
ENSSHAG00000002364,-1729.964135,0.82908,0.01791,0.12816,1,0.03703,693.90431,0.00572,693.90431,0.000568287236874484,0.04275,sig_wg
ENSSHAG00000002370,-1676.536684,0.82714,0,0.13214,1,0.03511,998.99304,0.00561,998.99304,2.46755605585354e-08,0.04072,sig_wg
ENSSHAG00000002380,-2913.205035,0.99249,0.02971,0,1,0.00751,999,0,999,0.000484635464627289,0.00751,sig_wg
ENSSHAG00000002381,-2213.087975,0.52935,0.05812,0.43008,1,0.02239,999,0.01819,999,3.41660784711184e-07,0.04058,sig_wg
ENSSHAG00000002387,-2086.931572,0.64866,0.02551,0.26058,1,0.06475,75.4526,0.02601,75.4526,4.17204431855462e-06,0.09076,sig_wg
ENSSHAG00000002400,-3353.563664,0.93823,0.01632,0.04239,1,0.01855,7.51922,0.00084,7.51922,0.0106142734057437,0.01939,sig_wg
ENSSHAG00000002407,-2534.380914,0.92458,0.08454,0.06265,1,0.01196,54.83758,0.00081,54.83758,0.00348023586680442,0.01277,sig_wg
ENSSHAG00000002408,-4004.852067,0.5034,0.06556,0.19105,1,0.22149,127.34552,0.08406,127.34552,0.00566151913173217,0.30555,sig_wg
ENSSHAG00000002419,-4370.696951,0.90333,0.04594,0.08823,1,0.00769,56.24356,0.00075,56.24356,0.000930539067655416,0.00844,sig_wg
ENSSHAG00000002435,-2558.114209,0.93912,0.18609,0,1,0.06088,80.16849,0,80.16849,1.33297653809941e-06,0.06088,sig_wg
ENSSHAG00000002437,-2374.536231,0.93042,0.02847,0,1,0.06958,524.69781,0,524.69781,4.23138010405494e-17,0.06958,sig_wg
ENSSHAG00000002440,-2523.05569,0.94579,0.0479,0,1,0.05421,370.54101,0,370.54101,8.18630652343717e-09,0.05421,sig_wg
ENSSHAG00000002442,-4992.977061,0.57571,0.08637,0.38276,1,0.02495,999,0.01658,999,9.44623444087291e-08,0.04153,sig_wg
ENSSHAG00000002449,-3102.419572,0.89764,0.02638,0.06624,1,0.03364,23.82828,0.00248,23.82828,0.000129984925321078,0.03612,sig_wg
ENSSHAG00000002454,-11067.252546,0.72425,0.01222,0.22584,1,0.03805,68.56763,0.01186,68.56763,3.02436148319032e-21,0.04991,sig_wg
ENSSHAG00000002466,-1319.923094,0.96896,0.0131,0,1,0.03104,109.61898,0,109.61898,1.62641240678212e-06,0.03104,sig_wg
ENSSHAG00000002469,-7026.480901,0.97238,0.01066,0.02518,1,0.00237,83.10519,6e-05,83.10519,0.00384414158191488,0.00243,sig_wg
ENSSHAG00000002474,-8312.226454,0.91552,0.05567,0.0584,1,0.02451,716.37228,0.00156,716.37228,4.27742240518855e-12,0.02607,sig_wg
ENSSHAG00000002476,-2792.738917,0.55426,0.00546,0.40671,1,0.02252,998.98928,0.01652,998.98928,3.09467398361543e-06,0.03904,sig_wg
ENSSHAG00000002483,-5553.44596,0.29322,0.15396,0.55514,1,0.05241,907.67922,0.09923,907.67922,7.25750431167232e-14,0.15164,sig_wg
ENSSHAG00000002489,-2846.011043,0.04739,0,0.85121,1,0.00535,200.9563,0.09606,200.9563,3.47118310027341e-07,0.10141,sig_wg
ENSSHAG00000002508,-5227.839231,0.69655,0.02277,0.12061,1,0.15586,525.61257,0.02699,525.61257,4.67437862279564e-45,0.18285,sig_wg
ENSSHAG00000002527,-2305.78487,0.84518,0.0252,0.10576,1,0.0436,999,0.00546,999,9.10284048953866e-06,0.04906,sig_wg
ENSSHAG00000002533,-7660.980528,0.56574,0.09274,0.36927,1,0.03932,20.0136,0.02567,20.0136,2.26268963565125e-07,0.06499,sig_wg
ENSSHAG00000002544,-6307.432584,0.44005,0.01435,0.53842,1,0.00969,999,0.01185,999,0.0113748546989103,0.02154,sig_wg
ENSSHAG00000002550,-2504.64462,0.97943,0.08182,0.01291,1,0.00756,24.32321,1e-04,24.32321,0.00278312660769897,0.00766,sig_wg
ENSSHAG00000002560,-3495.970903,0.98469,0.04583,0,1,0.01531,54.7392,0,54.7392,1.96699771945701e-09,0.01531,sig_wg
ENSSHAG00000002567,-2204.025307,0.67504,0.09252,0.31618,1,0.00598,998.99931,0.0028,998.99931,0.0145615664260166,0.00878,sig_wg
ENSSHAG00000002568,-8014.765993,0.55428,0.10796,0.41154,1,0.01962,12.67608,0.01456,12.67608,0.00940882695087515,0.03418,sig_wg
ENSSHAG00000002571,-13193.932639,0.87345,0.03189,0.07845,1,0.04414,36.52294,0.00396,36.52294,2.081282395341e-10,0.0481,sig_wg
ENSSHAG00000002594,-3414.126411,0.78408,0.01639,0.14434,1,0.06045,998.98227,0.01113,998.98227,3.12124518179211e-06,0.07158,sig_wg
ENSSHAG00000002598,-2450.543948,0.62677,0.09898,0.30168,1,0.04831,34.62317,0.02325,34.62317,3.86846905604147e-05,0.07156,sig_wg
ENSSHAG00000002601,-9240.429573,0.75673,0.02811,0.04341,1,0.18902,607.27139,0.01084,607.27139,4.17331382311714e-81,0.19986,sig_wg
ENSSHAG00000002619,-8170.029135,0.75093,0.07584,0.23257,1,0.0126,998.99746,0.0039,998.99746,3.22942357501424e-10,0.0165,sig_wg
ENSSHAG00000002634,-3957.7758,0.79497,0.11335,0.15378,1,0.04294,405.64116,0.00831,405.64116,0.00939372453549531,0.05125,sig_wg
ENSSHAG00000002636,-5700.964806,0.97617,0.05181,0.01739,1,0.00633,52.97609,0.00011,52.97609,5.12088249447557e-05,0.00644,sig_wg
ENSSHAG00000002657,-4671.853029,0.94706,0.02494,0.01251,1,0.03991,299.15283,0.00053,299.15283,2.69048230822008e-09,0.04044,sig_wg
ENSSHAG00000002660,-5904.700219,0.78223,0.02373,0.16061,1,0.04743,998.92543,0.00974,998.92543,3.0242148482353e-14,0.05717,sig_wg
ENSSHAG00000002674,-4525.87111,0.53125,0.08642,0.41987,1,0.02731,928.12816,0.02158,928.12816,0.000355347784736384,0.04889,sig_wg
ENSSHAG00000002701,-2868.963365,0.81299,0.10576,0.15234,1,0.0292,109.04725,0.00547,109.04725,1.35486222880981e-08,0.03467,sig_wg
ENSSHAG00000002703,-6569.571706,0.72411,0.04225,0.09802,1,0.15666,51.33085,0.02121,51.33085,2.49387813350718e-36,0.17787,sig_wg
ENSSHAG00000002714,-4053.998458,0.8493,0.0363,0.07644,1,0.06813,419.05897,0.00613,419.05897,2.1906575760424e-11,0.07426,sig_wg
ENSSHAG00000002731,-3954.170979,0.94004,0.02221,0.05106,1,0.00844,1,0.00046,1,0.0014838007461309,0.0089,sig_wg
ENSSHAG00000002738,-3229.628349,0.85006,0.02424,0,1,0.14994,1,0,1,0.000547303902958086,0.14994,sig_wg
ENSSHAG00000002747,-4382.832132,0.75886,0.04046,0.13736,1,0.08787,40.11992,0.01591,40.11992,2.36504816972579e-18,0.10378,sig_wg
ENSSHAG00000002748,-2737.735425,0.6037,0,0.33868,1,0.03691,937.75629,0.02071,937.75629,4.84553806036889e-17,0.05762,sig_wg
ENSSHAG00000002759,-3084.071478,0.98433,0.11843,0,1,0.01567,823.60459,0,823.60459,6.51654648168908e-07,0.01567,sig_wg
ENSSHAG00000002761,-1756.597344,0.93858,0.00918,0,1,0.06142,694.89489,0,694.89489,2.33791660592882e-11,0.06142,sig_wg
ENSSHAG00000002769,-9372.853541,0.60844,0.0694,0.37985,1,0.00721,56.18462,0.0045,56.18462,0.000899480328614346,0.01171,sig_wg
ENSSHAG00000002772,-1580.171458,0.89425,0.03721,0.09995,1,0.00522,134.43057,0.00058,134.43057,0.00648485526554561,0.0058,sig_wg
ENSSHAG00000002781,-2727.766765,0.69214,0.03278,0.23761,1,0.0523,999,0.01795,999,3.56171023516252e-09,0.07025,sig_wg
ENSSHAG00000002786,-4913.254384,0.5873,0.07576,0.29534,1,0.07809,627.63152,0.03927,627.63152,6.36431436455781e-29,0.11736,sig_wg
ENSSHAG00000002806,-8780.619291,0.69293,0.02012,0.2429,1,0.04751,481.48435,0.01666,481.48435,2.82858027353744e-23,0.06417,sig_wg
ENSSHAG00000002807,-36100.813084,0.71409,0.13559,0.21817,1,0.05189,60.27272,0.01585,60.27272,1.31857513882116e-44,0.06774,sig_wg
ENSSHAG00000002809,-1950.924461,0.84437,0.03448,0.05132,1,0.09833,89.34142,0.00598,89.34142,7.74969599701385e-20,0.10431,sig_wg
ENSSHAG00000002819,-4333.780926,0.79126,0.03644,0.13896,1,0.05935,78.62838,0.01042,78.62838,3.40757220656281e-15,0.06977,sig_wg
ENSSHAG00000002826,-3155.386289,0.80227,0.04011,0.16728,1,0.0252,651.44133,0.00525,651.44133,1.30532626693716e-09,0.03045,sig_wg
ENSSHAG00000002830,-3870.678508,0.4486,0.02675,0.09004,1,0.38423,96.54804,0.07712,96.54804,4.62634486307919e-13,0.46135,sig_wg
ENSSHAG00000002843,-4695.698349,0.83759,0.01756,0.05347,1,0.1024,491.37028,0.00654,491.37028,6.6600900369544e-22,0.10894,sig_wg
ENSSHAG00000002844,-6857.63953,0.94144,0.02173,0.05572,1,0.00268,194.13183,0.00016,194.13183,0.0270080553654606,0.00284,sig_wg
ENSSHAG00000002849,-5147.236222,0.66886,0.02757,0.23516,1,0.07102,998.74672,0.02497,998.74672,1.20522359406003e-11,0.09599,sig_wg
ENSSHAG00000002853,-5104.372799,0.88188,0.05116,0.02116,1,0.09469,47.71016,0.00227,47.71016,4.22728626454637e-32,0.09696,sig_wg
ENSSHAG00000002883,-4940.671207,0.67296,0.06487,0.12629,1,0.16903,651.00965,0.03172,651.00965,5.26536473704841e-54,0.20075,sig_wg
ENSSHAG00000002905,-3585.650224,0.44048,0.07058,0.26154,1,0.18697,203.83244,0.11102,203.83244,6.38912832570983e-11,0.29799,sig_wg
ENSSHAG00000002923,-2285.843461,0.9186,0.00276,0.0435,1,0.03618,999,0.00171,999,2.1837718647296e-10,0.03789,sig_wg
ENSSHAG00000002941,-3065.21038,0.95835,0.0419,0.02552,1,0.01571,44.78185,0.00042,44.78185,0.00107981114114904,0.01613,sig_wg
ENSSHAG00000002951,-4095.610688,0.49333,0,0.37139,1,0.07718,4.71953,0.0581,4.71953,0.00429450627251375,0.13528,sig_wg
ENSSHAG00000002964,-2123.051095,0.81566,0.11179,0.10256,1,0.07264,999,0.00913,999,6.5273715415842e-30,0.08177,sig_wg
ENSSHAG00000002969,-4756.135254,0.8855,0.00899,0.04227,1,0.06894,791.70985,0.00329,791.70985,1.75547600399014e-18,0.07223,sig_wg
ENSSHAG00000002971,-7116.093791,0.79201,0.03937,0.19848,1,0.00761,19.09545,0.00191,19.09545,0.00575185343898887,0.00952,sig_wg
ENSSHAG00000002977,-8370.426212,0.61146,0.06871,0.32526,1,0.04131,616.11892,0.02197,616.11892,1.39530557779523e-16,0.06328,sig_wg
ENSSHAG00000003001,-5504.23765,0.66234,0.01534,0.06349,1,0.25019,142.56129,0.02398,142.56129,1.32733041297138e-17,0.27417,sig_wg
ENSSHAG00000003003,-8107.36777,0.91512,0.04343,0.06597,1,0.01764,999,0.00127,999,2.51524513093787e-20,0.01891,sig_wg
ENSSHAG00000003008,-6689.445575,0.95138,0.01296,0.0386,1,0.00962,161.07565,0.00039,161.07565,1.16496588704827e-07,0.01001,sig_wg
ENSSHAG00000003019,-1469.391332,0.92246,0.01723,0,1,0.07754,28.07998,0,28.07998,0.00063403721114744,0.07754,sig_wg
ENSSHAG00000003027,-4890.065298,0.67634,0.05483,0.25523,1,0.04968,496.60616,0.01875,496.60616,6.11269532882395e-08,0.06843,sig_wg
ENSSHAG00000003029,-9815.597501,0.54192,0.11618,0.37864,1,0.04677,716.63361,0.03268,716.63361,5.96608882792536e-17,0.07945,sig_wg
ENSSHAG00000003033,-2275.427358,0.54117,0.14594,0.30976,1,0.0948,830.70168,0.05426,830.70168,5.15118248301253e-06,0.14906,sig_wg
ENSSHAG00000003039,-3760.714593,0.72087,0.0436,0.26017,1,0.01394,10.21966,0.00503,10.21966,0.0392908910975332,0.01897,sig_wg
ENSSHAG00000003040,-2437.090936,0.39011,0.04912,0.35775,1,0.13153,16.39626,0.12061,16.39626,7.55449091087499e-06,0.25214,sig_wg
ENSSHAG00000003041,-9367.328203,0.50521,0.06972,0.45624,1,0.02025,37.31511,0.01829,37.31511,2.27355657560452e-08,0.03854,sig_wg
ENSSHAG00000003047,-2897.974443,0.47798,0.1771,0.35409,1,0.09647,488.83131,0.07146,488.83131,1.1818624779583e-11,0.16793,sig_wg
ENSSHAG00000003066,-5715.789677,0.97202,0.0162,0,1,0.02798,71.60319,0,71.60319,5.42895030878352e-09,0.02798,sig_wg
ENSSHAG00000003073,-1712.825054,0.80115,0.0569,0.19885,1,0,1,0,1,0.0111014934995517,0,sig_wg
ENSSHAG00000003080,-6044.966793,0.90157,0.03353,0.05732,1,0.03865,224.64413,0.00246,224.64413,2.08915543464418e-08,0.04111,sig_wg
ENSSHAG00000003091,-6608.513994,0.93629,0.14751,0,1,0.06371,75.67398,0,75.67398,9.69061485070462e-06,0.06371,sig_wg
ENSSHAG00000003093,-11198.607796,0.62574,0.02537,0.08096,1,0.25971,275.11272,0.0336,275.11272,8.1006440001093e-50,0.29331,sig_wg
ENSSHAG00000003094,-27271.568155,0.81012,0.09062,0.17321,1,0.01373,140.65036,0.00294,140.65036,1.93324293870865e-35,0.01667,sig_wg
